Accession Number,EC,Species,Label,Enzyme,Reaction ID,Mechanism,Substrates,Products,Km,Kcat,Inhibitors,KI,Keq
WP_000102485.1,1.8.1.4,Escherichia coli,R169,Dihydrolipoyl dehydrogenase,R03815,MRL,1 C00003; 1 C02972,1 C00004; 1 C00080; 1 C02051,Km_C00004: 0.021393653; Km_C00080: 0.225048855; Km_C02051: 0.11206942166666667; Km_C00003: 0.089765757; Km_C02972: 0.11206942166666667,Kcat_F: 117.9162304; Kcat_R: 278.5808072,C00003;C02972;C00024;C00248;C02051;C16832;C00579;C15972;C00010;C00143;C00091;C00037;C15973;C00527;C00014;C00011;C00026;C00022;C00004;C00101;C00322;C00080;C16237,C00579_KI: 0.311786413;C00004_KI: 0.021393653;C00024_KI: 0.026133817;C00037_KI: 0.678076088;C00010_KI: 0.030270519;C15972_KI: 0.056440994;C16237_KI: 0.063766681;C00080_KI: 0.225048855;C00101_KI: 0.028163046;C02051_KI: 0.19364343047619043;C00003_KI: 0.089765757;C00143_KI: 0.019876115;C00248_KI: 0.415237725;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02972_KI: 0.19364343047619043;C00091_KI: 0.020413773;C15973_KI: 0.070260912;C00026_KI: 0.162106812;C00014_KI: 0.673851371;C00527_KI: 0.020277608;C16832_KI: 0.118229039;C00322_KI: 0.116938278,Keq: 1
WP_000102485.1,1.8.1.4,Escherichia coli,R170,Dihydrolipoyl dehydrogenase,R07618,MRL,1 C00003; 1 C15973,1 C00004; 1 C00080; 1 C15972,Km_C00004: 0.021393653; Km_C00080: 0.225048855; Km_C15972: 0.056440994; Km_C00003: 0.089765757; Km_C15973: 0.070260912,Kcat_F: 78.4412052; Kcat_R: 212.9897004,C00003;C02972;C00024;C00248;C02051;C16832;C00579;C15972;C00010;C00143;C00091;C00037;C15973;C00527;C00014;C00011;C00026;C00022;C00004;C00101;C00322;C00080;C16237,C00579_KI: 0.311786413;C00004_KI: 0.021393653;C00024_KI: 0.026133817;C00037_KI: 0.678076088;C00010_KI: 0.030270519;C15972_KI: 0.056440994;C16237_KI: 0.063766681;C00080_KI: 0.225048855;C00101_KI: 0.028163046;C02051_KI: 0.19364343047619043;C00003_KI: 0.089765757;C00143_KI: 0.019876115;C00248_KI: 0.415237725;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02972_KI: 0.19364343047619043;C00091_KI: 0.020413773;C15973_KI: 0.070260912;C00026_KI: 0.162106812;C00014_KI: 0.673851371;C00527_KI: 0.020277608;C16832_KI: 0.118229039;C00322_KI: 0.116938278,Keq: 1
WP_000102485.1,1.8.1.4,Escherichia coli,R171,Dihydrolipoyl dehydrogenase,R00209,MRL,1 C00003; 1 C00010; 1 C00022,1 C00004; 1 C00011; 1 C00024; 1 C00080,Km_C00004: 0.021393653; Km_C00011: 0.555787563; Km_C00024: 0.026133817; Km_C00080: 0.225048855; Km_C00003: 0.089765757; Km_C00010: 0.030270519; Km_C00022: 0.3933333333333333,Kcat_F: 231.67734093333334; Kcat_R: 276.38021813333336,C00003;C02972;C00024;C00248;C02051;C16832;C00579;C15972;C00010;C00143;C00091;C00037;C15973;C00527;C00014;C00011;C00026;C00022;C00004;C00101;C00322;C00080;C16237,C00579_KI: 0.311786413;C00004_KI: 0.021393653;C00024_KI: 0.026133817;C00037_KI: 0.678076088;C00010_KI: 0.030270519;C15972_KI: 0.056440994;C16237_KI: 0.063766681;C00080_KI: 0.225048855;C00101_KI: 0.028163046;C02051_KI: 0.19364343047619043;C00003_KI: 0.089765757;C00143_KI: 0.019876115;C00248_KI: 0.415237725;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02972_KI: 0.19364343047619043;C00091_KI: 0.020413773;C15973_KI: 0.070260912;C00026_KI: 0.162106812;C00014_KI: 0.673851371;C00527_KI: 0.020277608;C16832_KI: 0.118229039;C00322_KI: 0.116938278,Keq: 998855.9306379288
WP_000102485.1,1.8.1.4,Escherichia coli,R172,Dihydrolipoyl dehydrogenase,R01221,MRL,1 C00003; 1 C00037; 1 C00101,1 C00004; 1 C00011; 1 C00014; 1 C00080; 1 C00143,Km_C00004: 0.021393653; Km_C00011: 0.555787563; Km_C00014: 0.673851371; Km_C00080: 0.225048855; Km_C00143: 0.019876115; Km_C00003: 0.089765757; Km_C00037: 0.678076088; Km_C00101: 0.028163046,Kcat_F: 97.07549719000001; Kcat_R: 292.699911325,C00003;C02972;C00024;C00248;C02051;C16832;C00579;C15972;C00010;C00143;C00091;C00037;C15973;C00527;C00014;C00011;C00026;C00022;C00004;C00101;C00322;C00080;C16237,C00579_KI: 0.311786413;C00004_KI: 0.021393653;C00024_KI: 0.026133817;C00037_KI: 0.678076088;C00010_KI: 0.030270519;C15972_KI: 0.056440994;C16237_KI: 0.063766681;C00080_KI: 0.225048855;C00101_KI: 0.028163046;C02051_KI: 0.19364343047619043;C00003_KI: 0.089765757;C00143_KI: 0.019876115;C00248_KI: 0.415237725;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02972_KI: 0.19364343047619043;C00091_KI: 0.020413773;C15973_KI: 0.070260912;C00026_KI: 0.162106812;C00014_KI: 0.673851371;C00527_KI: 0.020277608;C16832_KI: 0.118229039;C00322_KI: 0.116938278,Keq: 0.00014118454869627972
WP_000102485.1,1.8.1.4,Escherichia coli,R173,Dihydrolipoyl dehydrogenase,R01933,MRL,1 C00003; 1 C00010; 1 C00322,1 C00004; 1 C00011; 1 C00080; 1 C00527,Km_C00004: 0.021393653; Km_C00011: 0.555787563; Km_C00080: 0.225048855; Km_C00527: 0.020277608; Km_C00003: 0.089765757; Km_C00010: 0.030270519; Km_C00322: 0.116938278,Kcat_F: 236.21170506666667; Kcat_R: 267.36655713333334,C00003;C02972;C00024;C00248;C02051;C16832;C00579;C15972;C00010;C00143;C00091;C00037;C15973;C00527;C00014;C00011;C00026;C00022;C00004;C00101;C00322;C00080;C16237,C00579_KI: 0.311786413;C00004_KI: 0.021393653;C00024_KI: 0.026133817;C00037_KI: 0.678076088;C00010_KI: 0.030270519;C15972_KI: 0.056440994;C16237_KI: 0.063766681;C00080_KI: 0.225048855;C00101_KI: 0.028163046;C02051_KI: 0.19364343047619043;C00003_KI: 0.089765757;C00143_KI: 0.019876115;C00248_KI: 0.415237725;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02972_KI: 0.19364343047619043;C00091_KI: 0.020413773;C15973_KI: 0.070260912;C00026_KI: 0.162106812;C00014_KI: 0.673851371;C00527_KI: 0.020277608;C16832_KI: 0.118229039;C00322_KI: 0.116938278,Keq: 553075.811271694
WP_000102485.1,1.8.1.4,Escherichia coli,R174,Dihydrolipoyl dehydrogenase,R08549,MRL,1 C00003; 1 C00010; 1 C00026,1 C00004; 1 C00011; 1 C00080; 1 C00091,Km_C00004: 0.021393653; Km_C00011: 0.555787563; Km_C00080: 0.225048855; Km_C00091: 0.020413773; Km_C00003: 0.089765757; Km_C00010: 0.030270519; Km_C00026: 0.162106812,Kcat_F: 255.59684769999998; Kcat_R: 266.91155656666666,C00003;C02972;C00024;C00248;C02051;C16832;C00579;C15972;C00010;C00143;C00091;C00037;C15973;C00527;C00014;C00011;C00026;C00022;C00004;C00101;C00322;C00080;C16237,C00579_KI: 0.311786413;C00004_KI: 0.021393653;C00024_KI: 0.026133817;C00037_KI: 0.678076088;C00010_KI: 0.030270519;C15972_KI: 0.056440994;C16237_KI: 0.063766681;C00080_KI: 0.225048855;C00101_KI: 0.028163046;C02051_KI: 0.19364343047619043;C00003_KI: 0.089765757;C00143_KI: 0.019876115;C00248_KI: 0.415237725;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02972_KI: 0.19364343047619043;C00091_KI: 0.020413773;C15973_KI: 0.070260912;C00026_KI: 0.162106812;C00014_KI: 0.673851371;C00527_KI: 0.020277608;C16832_KI: 0.118229039;C00322_KI: 0.116938278,Keq: 88228.45482994754
WP_000963518.1,2.3.1.12,Escherichia coli,R175,Dihydrolipoyllysine-residue acetyltransferase,R00209,MRL,1 C00003; 1 C00010; 1 C00022,1 C00004; 1 C00011; 1 C00024; 1 C00080,Km_C00004: 0.023208896; Km_C00011: 0.280183613; Km_C00024: 0.026032073; Km_C00080: 0.221310824; Km_C00003: 0.026235035; Km_C00010: 0.031586375; Km_C00022: 0.168190986,Kcat_F: 26.416886086666665; Kcat_R: 29.571134916666665,C00022;C15973;C00003;C00004;C00011;C00024;C00010;C16255;C00080,C00010_KI: 0.031586375;C00003_KI: 0.026235035;C00022_KI: 0.168190986;C00024_KI: 0.026032073;C00080_KI: 0.221310824;C16255_KI: 0.18516545;C00004_KI: 0.023208896;C15973_KI: 0.013259572;C00011_KI: 0.280183613,Keq: 998855.9306379288
WP_000099823.1,2.3.1.61,Escherichia coli,R176,Dihydrolipoyllysine-residue succinyltransferase,R01933,MRL,1 C00003; 1 C00010; 1 C00322,1 C00004; 1 C00011; 1 C00080; 1 C00527,Km_C00004: 0.0277845; Km_C00011: 0.328845918; Km_C00080: 0.236688018; Km_C00527: 0.025667293; Km_C00003: 0.054326154; Km_C00010: 0.029741414; Km_C00322: 0.083035164,Kcat_F: 0.925789301; Kcat_R: 0.8828594493333334,C06157;C15973;C00527;C16254;C00003;C00004;C00011;C00026;C00010;C00322;C00080;C00091,C00026_KI: 0.172540799;C15973_KI: 0.011323265;C00527_KI: 0.025667293;C00011_KI: 0.328845918;C16254_KI: 0.014438955;C00010_KI: 0.029741414;C00080_KI: 0.236688018;C06157_KI: 0.09181020372727274;C00004_KI: 0.0277845;C00003_KI: 0.054326154;C00091_KI: 0.025520761;C00322_KI: 0.083035164,Keq: 553075.811271694
WP_000099823.1,2.3.1.61,Escherichia coli,R177,Dihydrolipoyllysine-residue succinyltransferase,R08549,MRL,1 C00003; 1 C00010; 1 C00026,1 C00004; 1 C00011; 1 C00080; 1 C00091,Km_C00004: 0.0277845; Km_C00011: 0.328845918; Km_C00080: 0.236688018; Km_C00091: 0.025520761; Km_C00003: 0.054326154; Km_C00010: 0.029741414; Km_C00026: 0.172540799,Kcat_F: 0.9191576843333334; Kcat_R: 0.8908216133333333,C06157;C15973;C00527;C16254;C00003;C00004;C00011;C00026;C00010;C00322;C00080;C00091,C00026_KI: 0.172540799;C15973_KI: 0.011323265;C00527_KI: 0.025667293;C00011_KI: 0.328845918;C16254_KI: 0.014438955;C00010_KI: 0.029741414;C00080_KI: 0.236688018;C06157_KI: 0.09181020372727274;C00004_KI: 0.0277845;C00003_KI: 0.054326154;C00091_KI: 0.025520761;C00322_KI: 0.083035164,Keq: 88228.45482994754
WP_000762229.1,1.1.1.28,Escherichia coli,R181,D-lactate dehydrogenase,R00704,MRL,1 C00003; 1 C00256,1 C00004; 1 C00022; 1 C00080,Km_C00004: 0.08124999999999999; Km_C00022: 5.975; Km_C00080: 2.627151012; Km_C00003: 0.073235102; Km_C00256: 0.774313986,Kcat_F: 137.86074693; Kcat_R: 541.25,C00022;C00003;C00192;C02496;C01478;C00004;C19935;C00284;C00002;C00256;C11215;C01444;C00080,C00004_KI: 0.023764452;C00022_KI: 0.390749246;C00256_KI: 0.774313986;C11215_KI: 0.47078028508333336;C01478_KI: 0.46933794;C00284_KI: 0.065315142;C00080_KI: 2.627151012;C00192_KI: 0.538028598;C00002_KI: 0.039717551;C02496_KI: 0.076715402;C00003_KI: 0.073235102;C19935_KI: 0.074559651;C01444_KI: 0.496475339,Keq: 0.0002419607076574943
WP_000853753.1,3.1.3.11,Escherichia coli,R199,Fructose-bisphosphatase,R00762,MRL,1 C00001; 1 C00354,1 C00009; 1 C00085,Km_C00009: 0.320538223; Km_C00085: 0.137154579; Km_C00001: 0.495092779; Km_C00354: 0.068225,Kcat_F: 9.2345918115; Kcat_R: 0.289105657,C00097;C00665;C01172;C00001;C02086;C00447;C05345;C05382;C20679;C00354;C05378;C00009;C06232;C00085;C00008;C00020;C01478;C11215;C00074;C00002;C00736,C06232_KI: 0.131328985;C00074_KI: 0.019488197;C00447_KI: 0.011786909;C00001_KI: 0.495092779;C00085_KI: 0.137154579;C01172_KI: 0.141747043;C00665_KI: 0.028419536;C05378_KI: 0.017616788;C00097_KI: 0.104909003;C00354_KI: 0.017616788;C02086_KI: 0.154976174;C00002_KI: 0.016829839;C20679_KI: 0.130976006;C05345_KI: 0.137154579;C01478_KI: 0.28029269;C11215_KI: 0.11515654565;C05382_KI: 0.01538996;C00020_KI: 0.015665423;C00736_KI: 0.104909003;C00009_KI: 0.320538223;C00008_KI: 0.021238409,Keq: 118.59147723031069
WP_000853753.1,3.1.3.11,Escherichia coli,R200,Fructose-bisphosphatase,R01845,MRL,1 C00001; 1 C00447,1 C00009; 1 C05382,Km_C00009: 0.320538223; Km_C05382: 0.01538996; Km_C00001: 0.495092779; Km_C00447: 0.011786909,Kcat_F: 1.8592338759999998; Kcat_R: 0.5713370975,C00097;C00665;C01172;C00001;C02086;C00447;C05345;C05382;C20679;C00354;C05378;C00009;C06232;C00085;C00008;C00020;C01478;C11215;C00074;C00002;C00736,C06232_KI: 0.131328985;C00074_KI: 0.019488197;C00447_KI: 0.011786909;C00001_KI: 0.495092779;C00085_KI: 0.137154579;C01172_KI: 0.141747043;C00665_KI: 0.028419536;C05378_KI: 0.017616788;C00097_KI: 0.104909003;C00354_KI: 0.017616788;C02086_KI: 0.154976174;C00002_KI: 0.016829839;C20679_KI: 0.130976006;C05345_KI: 0.137154579;C01478_KI: 0.28029269;C11215_KI: 0.11515654565;C05382_KI: 0.01538996;C00020_KI: 0.015665423;C00736_KI: 0.104909003;C00009_KI: 0.320538223;C00008_KI: 0.021238409,Keq: 195.33577279060992
WP_000034372.1,4.1.2.13,Escherichia coli,R201,Fructose-bisphosphate aldolase,R01068,MRL,1 C00354,1 C00111; 1 C00118,Km_C00111: 0.219039723; Km_C00118: 0.376360387; Km_C00354: 0.18,Kcat_F: 6.242500000000001; Kcat_R: 3.7595076315,C00577;C00345;C00111;C00354;C00279;C00447;C00118;C05378;C00284;C01094;C00074,C00284_KI: 0.102871358;C00577_KI: 1.749873877;C05378_KI: 0.103718825;C01094_KI: 0.699701726;C00447_KI: 0.078385606;C00111_KI: 0.219039723;C00354_KI: 0.103718825;C00279_KI: 0.159231856;C00345_KI: 0.085602023;C00118_KI: 0.376360387;C00074_KI: 0.096961871,Keq: 8.703975959054509e-05
WP_000034372.1,4.1.2.13,Escherichia coli,R202,Fructose-bisphosphate aldolase,R01829,MRL,1 C00447,1 C00111; 1 C00279,Km_C00111: 0.219039723; Km_C00279: 0.159231856; Km_C00447: 0.078385606,Kcat_F: 2.649514207; Kcat_R: 2.9558872515,C00577;C00345;C00111;C00354;C00279;C00447;C00118;C05378;C00284;C01094;C00074,C00284_KI: 0.102871358;C00577_KI: 1.749873877;C05378_KI: 0.103718825;C01094_KI: 0.699701726;C00447_KI: 0.078385606;C00111_KI: 0.219039723;C00354_KI: 0.103718825;C00279_KI: 0.159231856;C00345_KI: 0.085602023;C00118_KI: 0.376360387;C00074_KI: 0.096961871,Keq: 0.00020935268260097612
WP_000034372.1,4.1.2.13,Escherichia coli,R203,Fructose-bisphosphate aldolase,R02568,MRL,1 C01094,1 C00111; 1 C00577,Km_C00111: 0.219039723; Km_C00577: 1.749873877; Km_C01094: 0.699701726,Kcat_F: 0.462073109; Kcat_R: 3.55576296,C00577;C00345;C00111;C00354;C00279;C00447;C00118;C05378;C00284;C01094;C00074,C00284_KI: 0.102871358;C00577_KI: 1.749873877;C05378_KI: 0.103718825;C01094_KI: 0.699701726;C00447_KI: 0.078385606;C00111_KI: 0.219039723;C00354_KI: 0.103718825;C00279_KI: 0.159231856;C00345_KI: 0.085602023;C00118_KI: 0.376360387;C00074_KI: 0.096961871,Keq: 8.493038158429194e-06
WP_000066639.1,4.2.1.2,Escherichia coli,R204,Fumarate hydratase,R01082,MRL,1 C00149,1 C00001; 1 C00122,Km_C00001: 6.656438828; Km_C00122: 0.910608768; Km_C00149: 1.7,Kcat_F: 55.60223539; Kcat_R: 2921.884996635,C00149;C00001;C00122,C00122_KI: 0.910608768;C00001_KI: 6.656438828;C00149_KI: 1.095330358,Keq: 0.25101855338099716
WP_000789986.1,5.3.1.9,Escherichia coli,R209,Glucose-6-phosphate isomerase,R00771,MRL,1 C00092,1 C00085,Km_C00085: 0.2; Km_C00092: 0.28,Kcat_F: 1.292204517; Kcat_R: 0.832305128,C01172;C00092;C00668;C05345;C00085,C00092_KI: 0.678788722;C00668_KI: 0.678788722;C01172_KI: 0.678788722;C00085_KI: 0.676445067;C05345_KI: 0.676445067,Keq: 0.34489156866158693
WP_000789986.1,5.3.1.9,Escherichia coli,R210,Glucose-6-phosphate isomerase,R02739,MRL,1 C00668,1 C01172,Km_C01172: 0.678788722; Km_C00668: 0.678788722,Kcat_F: 1.292204517; Kcat_R: 1.292204517,C01172;C00092;C00668;C05345;C00085,C00092_KI: 0.678788722;C00668_KI: 0.678788722;C01172_KI: 0.678788722;C00085_KI: 0.676445067;C05345_KI: 0.676445067,Keq: 1.6981781019990725
WP_000153502.1,1.2.1.12,Escherichia coli,R222,Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating),R01061,MRL,1 C00003; 1 C00009; 1 C00118,1 C00004; 1 C00080; 1 C00236,Km_C00004: 0.028803103; Km_C00080: 2.130417585; Km_C00236: 0.063416369; Km_C00003: 0.071162768; Km_C00009: 1.398443699; Km_C00118: 0.355474025,Kcat_F: 9.585562447333333; Kcat_R: 13.156970524999998,C00236;C00003;C00008;C00020;C01478;C00004;C03444;C00661;C00575;C01159;C00118;C00002;C11215;C00009;C00074;C00080,C01478_KI: 1.313649774;C00080_KI: 2.130417585;C00004_KI: 0.028803103;C00575_KI: 0.02186417;C00003_KI: 0.071162768;C00236_KI: 0.063416369;C11215_KI: 0.41207666420000005;C00020_KI: 0.027926495;C01159_KI: 0.158010766;C00118_KI: 0.355474025;C00661_KI: 0.355474025;C00002_KI: 0.035671327;C00074_KI: 0.099881768;C03444_KI: 0.088304013;C00009_KI: 1.398443699;C00008_KI: 0.032650076,Keq: 0.625512213354187
WP_001109486.1,3.1.2.6,Escherichia coli,R245,Hydroxyacylglutathione hydrolase,R01736,MRL,1 C00001; 1 C03451,1 C00051; 1 C00256,Km_C00051: 0.190951452; Km_C00256: 0.702433646; Km_C00001: 1.413865328; Km_C03451: 0.163828984,Kcat_F: 60.577380265500004; Kcat_R: 45.422178985,C03451;C00001;C02929;C03899;C00051;C00256,C00051_KI: 0.190951452;C00001_KI: 1.413865328;C03899_KI: 0.6177698524999999;C02929_KI: 0.6177698524999999;C03451_KI: 0.163828984;C00256_KI: 0.702433646,Keq: 904979.0061266806
,1.1.1.42,Escherichia coli,R255,Isocitrate dehydrogenase (nadp+),R00267,MRL,1 C00006; 1 C00311,1 C00005; 1 C00011; 1 C00026; 1 C00080,Km_C00005: 0.000715; Km_C00011: 0.505214036; Km_C00026: 2.75; Km_C00080: 2.13827467; Km_C00006: 0.01485; Km_C00311: 0.074271195,Kcat_F: 45.913566013; Kcat_R: 7.140433394333333,C00006;C00311;C00026;C00011;C00005;C05379;C00080,C00005_KI: 0.032034442;C00311_KI: 0.074271195;C00006_KI: 0.04062869;C05379_KI: 0.069090471;C00011_KI: 0.505214036;C00026_KI: 0.182909817;C00080_KI: 2.13827467,Keq: 0.11281894315674511
,1.1.1.42,Escherichia coli,R256,Isocitrate dehydrogenase (nadp+),R00268,MRL,1 C05379,1 C00011; 1 C00026,Km_C00011: 0.505214036; Km_C00026: 2.75; Km_C05379: 0.069090471,Kcat_F: 22.23114258; Kcat_R: 5.840927925,C00006;C00311;C00026;C00011;C00005;C05379;C00080,C00005_KI: 0.032034442;C00311_KI: 0.074271195;C00006_KI: 0.04062869;C05379_KI: 0.069090471;C00011_KI: 0.505214036;C00026_KI: 0.182909817;C00080_KI: 2.13827467,Keq: 63.94430239079518
,1.1.1.42,Escherichia coli,R257,Isocitrate dehydrogenase (nadp+),R01899,MRL,1 C00006; 1 C00311,1 C00005; 1 C00080; 1 C05379,Km_C00005: 0.000715; Km_C00080: 2.13827467; Km_C05379: 0.069090471; Km_C00006: 0.01485; Km_C00311: 0.074271195,Kcat_F: 45.913566013; Kcat_R: 15.985293456499999,C00006;C00311;C00026;C00011;C00005;C05379;C00080,C00005_KI: 0.032034442;C00311_KI: 0.074271195;C00006_KI: 0.04062869;C05379_KI: 0.069090471;C00011_KI: 0.505214036;C00026_KI: 0.182909817;C00080_KI: 2.13827467,Keq: 0.0017643314406223848
WP_001295272.1,1.1.1.37,Escherichia coli,R268,Malate dehydrogenase,R00342,MRL,1 C00003; 1 C00149,1 C00004; 1 C00036; 1 C00080,Km_C00004: 0.061; Km_C00036: 0.0445; Km_C00080: 1.627506971; Km_C00003: 0.105280019; Km_C00149: 0.00012,Kcat_F: 3.0071600060000003; Kcat_R: 467.479811568,C02441;C00003;C00004;C00024;C00036;C00010;C00149;C00741;C11592;C00002;C00209;C00080,C00741_KI: 0.211944282;C00080_KI: 1.627506971;C00036_KI: 0.066584691;C00149_KI: 0.161660373;C00003_KI: 0.105280019;C02441_KI: 0.095263213;C00024_KI: 0.036240213;C00209_KI: 0.177507535;C00004_KI: 0.034674671;C00002_KI: 0.045088965;C00010_KI: 0.03518714;C11592_KI: 0.23608527936363635,Keq: 2.2614869409243306e-05
WP_000433476.1,1.1.1.38,Escherichia coli,R270,Malate dehydrogenase (oxaloacetate-decarboxylating),R00214,MRL,1 C00003; 1 C00149,1 C00004; 1 C00011; 1 C00022; 1 C00080,Km_C00004: 0.025; Km_C00011: 2.194042683; Km_C00022: 1.729395628; Km_C00080: 11.55059338; Km_C00003: 0.065783687; Km_C00149: 0.42,Kcat_F: 69.8151725645; Kcat_R: 6.5988501500000005,C02441;C00022;C00003;C00004;C00011;C00024;C00036;C00010;C00149;C00741;C11592;C00002;C00209;C00080,C00209_KI: 1.175578475;C00011_KI: 2.194042683;C11592_KI: 1.5833840896153848;C00022_KI: 1.729395628;C00004_KI: 0.028450085;C00080_KI: 11.55059338;C00149_KI: 1.041250825;C02441_KI: 0.457719922;C00010_KI: 0.043648634;C00024_KI: 0.041134361;C00036_KI: 0.786031127;C00741_KI: 1.418430209;C00002_KI: 0.051934149;C00003_KI: 0.065783687,Keq: 0.0075538015167582965
WP_000433476.1,1.1.1.38,Escherichia coli,R271,Malate dehydrogenase (oxaloacetate-decarboxylating),R00217,MRL,1 C00036,1 C00011; 1 C00022,Km_C00011: 2.194042683; Km_C00022: 1.729395628; Km_C00036: 3.9666666666666663,Kcat_F: 12.41888125; Kcat_R: 7.0515107845,C02441;C00022;C00003;C00004;C00011;C00024;C00036;C00010;C00149;C00741;C11592;C00002;C00209;C00080,C00209_KI: 1.175578475;C00011_KI: 2.194042683;C11592_KI: 1.5833840896153848;C00022_KI: 1.729395628;C00004_KI: 0.028450085;C00080_KI: 11.55059338;C00149_KI: 1.041250825;C02441_KI: 0.457719922;C00010_KI: 0.043648634;C00024_KI: 0.041134361;C00036_KI: 0.786031127;C00741_KI: 1.418430209;C00002_KI: 0.051934149;C00003_KI: 0.065783687,Keq: 334.01924106052337
WP_000342648.1,1.1.1.40,Escherichia coli,R272,Malate dehydrogenase (oxaloacetate-decarboxylating) (nadp+),R00216,MRL,1 C00006; 1 C00149,1 C00005; 1 C00011; 1 C00022; 1 C00080,Km_C00005: 0.033877365; Km_C00011: 3.163388014; Km_C00022: 1.306477547; Km_C00080: 8.466877937; Km_C00006: 0.0415; Km_C00149: 3.41,Kcat_F: 48.624275915; Kcat_R: 112.87186270000001,C00006;C00122;C00022;C00004;C00011;C00036;C00024;C00575;C00149;C00005;C00080,C00149_KI: 1.17190659;C00006_KI: 0.067438193;C00575_KI: 0.043186046;C00080_KI: 8.466877937;C00004_KI: 0.04608649;C00005_KI: 0.033877365;C00122_KI: 0.928631544;C00024_KI: 0.063460633;C00011_KI: 3.163388014;C00036_KI: 0.527139127;C00022_KI: 1.306477547,Keq: 0.007547267415633792
WP_000342648.1,1.1.1.40,Escherichia coli,R273,Malate dehydrogenase (oxaloacetate-decarboxylating) (nadp+),R00217,MRL,1 C00036,1 C00011; 1 C00022,Km_C00011: 3.163388014; Km_C00022: 1.306477547; Km_C00036: 0.527139127,Kcat_F: 318.2635949; Kcat_R: 116.97114325000001,C00006;C00122;C00022;C00004;C00011;C00036;C00024;C00575;C00149;C00005;C00080,C00149_KI: 1.17190659;C00006_KI: 0.067438193;C00575_KI: 0.043186046;C00080_KI: 8.466877937;C00004_KI: 0.04608649;C00005_KI: 0.033877365;C00122_KI: 0.928631544;C00024_KI: 0.063460633;C00011_KI: 3.163388014;C00036_KI: 0.527139127;C00022_KI: 1.306477547,Keq: 334.01924106052337
WP_001181473.1,1.2.4.2,Escherichia coli,R299,Oxoglutarate dehydrogenase (succinyl-transferring),R01933,MRL,1 C00003; 1 C00010; 1 C00322,1 C00004; 1 C00011; 1 C00080; 1 C00527,Km_C00004: 0.035209294; Km_C00011: 0.496151149; Km_C00080: 0.608380556; Km_C00527: 0.052975662; Km_C00003: 0.127414092; Km_C00010: 0.066362962; Km_C00322: 0.131888092,Kcat_F: 3.747217959999999; Kcat_R: 3.8586726893333334,C06157;C00527;C16254;C00003;C15972;C00004;C05381;C00011;C00026;C00036;C00010;C00322;C00068;C00080;C00091,C16254_KI: 0.022980487;C00080_KI: 0.608380556;C00011_KI: 0.496151149;C00068_KI: 0.021916483;C00527_KI: 0.052975662;C05381_KI: 0.018866798;C15972_KI: 0.020010605;C00003_KI: 0.127414092;C00010_KI: 0.066362962;C00322_KI: 0.131888092;C00004_KI: 0.035209294;C06157_KI: 0.13599052242857143;C00026_KI: 0.134084925;C00091_KI: 0.053117804;C00036_KI: 0.114508405,Keq: 553075.811271694
WP_001181473.1,1.2.4.2,Escherichia coli,R300,Oxoglutarate dehydrogenase (succinyl-transferring),R08549,MRL,1 C00003; 1 C00010; 1 C00026,1 C00004; 1 C00011; 1 C00080; 1 C00091,Km_C00004: 0.035209294; Km_C00011: 0.496151149; Km_C00080: 0.608380556; Km_C00091: 0.053117804; Km_C00003: 0.127414092; Km_C00010: 0.066362962; Km_C00026: 332.91150000000005,Kcat_F: 9.177964679666667; Kcat_R: 3.939460558666667,C06157;C00527;C16254;C00003;C15972;C00004;C05381;C00011;C00026;C00036;C00010;C00322;C00068;C00080;C00091,C16254_KI: 0.022980487;C00080_KI: 0.608380556;C00011_KI: 0.496151149;C00068_KI: 0.021916483;C00527_KI: 0.052975662;C05381_KI: 0.018866798;C15972_KI: 0.020010605;C00003_KI: 0.127414092;C00010_KI: 0.066362962;C00322_KI: 0.131888092;C00004_KI: 0.035209294;C06157_KI: 0.13599052242857143;C00026_KI: 0.134084925;C00091_KI: 0.053117804;C00036_KI: 0.114508405,Keq: 88228.45482994754
WP_000086722.1,2.3.1.8,Escherichia coli,R304,Phosphate acetyltransferase,R00230,MRL,1 C00009; 1 C00024,1 C00010; 1 C00227,Km_C00010: 0.067; Km_C00227: 0.9; Km_C00009: 0.737116456; Km_C00024: 0.045,Kcat_F: 129.904416; Kcat_R: 195.3815149,C00022;C00100;C00008;C01478;C00227;C00004;C00059;C00024;C00010;C00005;C00002;C02876;C11215;C00009;C00074,C00002_KI: 0.036567155;C00008_KI: 0.056197777;C00010_KI: 0.037211694;C00074_KI: 0.147454277;C00005_KI: 0.014817288;C00100_KI: 0.032027643;C02876_KI: 0.271658391;C00004_KI: 0.024499679;C01478_KI: 0.575060606;C00009_KI: 0.737116456;C11215_KI: 0.20915413278571426;C00227_KI: 0.287804723;C00022_KI: 0.35437724;C00059_KI: 0.321515918;C00024_KI: 0.031849012,Keq: 0.03018794532971716
