Accession Number,EC,Species,Label,Enzyme,Reaction ID,Mechanism,Substrates,Products,Km,Kcat,Inhibitors,KI
,2.2.1.1,,R103,Transketolase,R06590,MRL,C00117; C12214,C05382; C12215,Km_C05382: 4.0; Km_C12215: 0.3996856808662414; Km_C00117: 1.4; Km_C12214: 1.9332285602887473,Kcat_F: 5.961297500575045; Kcat_R: 5.17271283178242,C00279;C05345;C12214;C12215;C00068;C00118;C05382;C13378;C00085;C00117;C00231;C00704,C00068_KI: 0.0380012691020965;C00118_KI: 0.3893783042828242;C05345_KI: 0.3893783042828242;C00085_KI: 0.5566084384918213;C00704_KI: 0.3893783042828242;C13378_KI: 0.3893783042828242;C00231_KI: 0.2563880383968353;C12215_KI: 0.3996856808662414;C00117_KI: 0.9111346006393432;C12214_KI: 0.3893783042828242;C05382_KI: 0.1744517982006073;C00279_KI: 0.3893783042828242
,2.2.1.1,,R104,Transketolase,R06861,MRL,C00068; C00231,C00118; C13378,Km_C00118: 0.09900063455104825; Km_C13378: 0.09900063455104825; Km_C00068: 0.0380012691020965; Km_C00231: 0.16,Kcat_F: 5.4421156073466594; Kcat_R: 56.755120681519195,C00279;C05345;C12214;C12215;C00068;C00118;C05382;C13378;C00085;C00117;C00231;C00704,C00068_KI: 0.0380012691020965;C00118_KI: 0.3893783042828242;C05345_KI: 0.3893783042828242;C00085_KI: 0.5566084384918213;C00704_KI: 0.3893783042828242;C13378_KI: 0.3893783042828242;C00231_KI: 0.2563880383968353;C12215_KI: 0.3996856808662414;C00117_KI: 0.9111346006393432;C12214_KI: 0.3893783042828242;C05382_KI: 0.1744517982006073;C00279_KI: 0.3893783042828242
,2.2.1.1,,R105,Transketolase,R06863,MRL,C00068; C05382,C00117; C13378,Km_C00117: 1.4; Km_C13378: 1.812667089700699; Km_C00068: 0.0380012691020965; Km_C05382: 4.0,Kcat_F: 5.279569429710948; Kcat_R: 5.961297500575045,C00279;C05345;C12214;C12215;C00068;C00118;C05382;C13378;C00085;C00117;C00231;C00704,C00068_KI: 0.0380012691020965;C00118_KI: 0.3893783042828242;C05345_KI: 0.3893783042828242;C00085_KI: 0.5566084384918213;C00704_KI: 0.3893783042828242;C13378_KI: 0.3893783042828242;C00231_KI: 0.2563880383968353;C12215_KI: 0.3996856808662414;C00117_KI: 0.9111346006393432;C12214_KI: 0.3893783042828242;C05382_KI: 0.1744517982006073;C00279_KI: 0.3893783042828242
,5.3.1.1,,R106,Triose-phosphate isomerase,R01015,MRL,C00118,C00111,Km_C00111: 0.5181741118431091; Km_C00118: 0.5181741118431091,Kcat_F: 56.755120681519195; Kcat_R: 166.9168822851952,C00074;C00127;C00111;C00042;C01159;C00002;C00158;C01172;C00118;C11215;C01478;C00631;C00197;C00988;C05345;C18713,C00111_KI: 0.5181741118431091;C00118_KI: 0.7610486555430624;C00988_KI: 0.4588688313961029;C05345_KI: 0.7610486555430624;C00042_KI: 0.8435832858085632;C01478_KI: 2.07509994506836;C18713_KI: 1.3871033191680908;C00158_KI: 0.7475402355194092;C01159_KI: 0.7610486555430624;C00127_KI: 0.7610486555430624;C11215_KI: 0.7610486555430624;C00074_KI: 0.7610486555430624;C00002_KI: 0.0927697792649269;C00631_KI: 0.332032173871994;C01172_KI: 0.7610486555430624;C00197_KI: 0.3942662179470062
,2.7.1.3,,R107,Ketohexokinase,R00866,MRL,C00002; C00095,C00008; C01094,Km_C00008: 92.06387458047207; Km_C01094: 92.06387458047207; Km_C00002: 92.06387458047207; Km_C00095: 92.06387458047207,Kcat_F: 56.755120681519195; Kcat_R: 56.755120681519195,C00002;C01094;C00008;C06222;C00095;C02076,C00008_KI: 0.513133604108006;C00002_KI: 0.513133604108006;C02076_KI: 0.513133604108006;C01094_KI: 0.513133604108006;C06222_KI: 0.513133604108006;C00095_KI: 0.513133604108006
,2.7.1.3,,R108,Ketohexokinase,R03819,MRL,C00002; C02076,C00008; C06222,Km_C00008: 92.06387458047207; Km_C06222: 92.06387458047207; Km_C00002: 92.06387458047207; Km_C02076: 92.06387458047207,Kcat_F: 56.755120681519195; Kcat_R: 56.755120681519195,C00002;C01094;C00008;C06222;C00095;C02076,C00008_KI: 0.513133604108006;C00002_KI: 0.513133604108006;C02076_KI: 0.513133604108006;C01094_KI: 0.513133604108006;C06222_KI: 0.513133604108006;C00095_KI: 0.513133604108006
,4.1.2.14,,R109,2-dehydro-3-deoxy-phosphogluconate aldolase,R05605,MRL,C04442,C00022; C00118,Km_C00022: 10.0; Km_C00118: 212.525; Km_C04442: 415.05,Kcat_F: 83.0; Kcat_R: 0.0121,C04442;C00661;C00345;C00118;C00022;C00048;C05946,C00118_KI: 0.6340050101280212;C00661_KI: 0.7392414212226868;C04442_KI: 0.6340050101280212;C00345_KI: 0.6340050101280212;C00048_KI: 0.6340050101280212;C05946_KI: 0.5287685990333557;C00022_KI: 0.6340050101280212
,4.1.2.14,,R110,2-dehydro-3-deoxy-phosphogluconate aldolase,R00471,MRL,C05946,C00022; C00048,Km_C00022: 10.0; Km_C00048: 5.264384299516678; Km_C05946: 0.5287685990333557,Kcat_F: 1.2496294259169118; Kcat_R: 0.0121,C04442;C00661;C00345;C00118;C00022;C00048;C05946,C00118_KI: 0.6340050101280212;C00661_KI: 0.7392414212226868;C04442_KI: 0.6340050101280212;C00345_KI: 0.6340050101280212;C00048_KI: 0.6340050101280212;C05946_KI: 0.5287685990333557;C00022_KI: 0.6340050101280212
,4.2.1.12,,R111,Phosphogluconate dehydratase,R02036,MRL,C00345,C00001; C04442,Km_C00001: 92.06387458047207; Km_C04442: 92.06387458047207; Km_C00345: 92.06387458047207,Kcat_F: 56.755120681519195; Kcat_R: 56.755120681519195,C04442;C00345;C00001,C00001_KI: 0.513133604108006;C04442_KI: 0.513133604108006;C00345_KI: 0.513133604108006
,6.2.1.1,,R112,Acetate-coa ligase,R00235,MRL,C00002; C00010; C00033,C00013; C00020; C00024,Km_C00013: 0.055145418271422345; Km_C00020: 0.055145418271422345; Km_C00024: 0.0554132163524627; Km_C00002: 0.054877620190382; Km_C00010: 0.055145418271422345; Km_C00033: 0.055145418271422345,Kcat_F: 4.911514133007876; Kcat_R: 4.44165120662607,C00163;C00033;C00013;C00024;C00002;C00020;C05983;C00100;C05993;C00010,C00002_KI: 0.054877620190382;C00020_KI: 0.3700058795511722;C05993_KI: 0.0451711677014827;C00033_KI: 0.3700058795511722;C00010_KI: 0.3700058795511722;C05983_KI: 0.3700058795511722;C00100_KI: 0.0544589273631572;C00013_KI: 0.3700058795511722;C00163_KI: 1.6401084661483765;C00024_KI: 0.0554132163524627
,6.2.1.1,,R113,Acetate-coa ligase,R00236,MRL,C00010; C05993,C00020; C00024,Km_C00020: 0.0502921920269727; Km_C00024: 0.0554132163524627; Km_C00010: 0.0502921920269727; Km_C05993: 0.0451711677014827,Kcat_F: 5.966778488211726; Kcat_R: 4.44165120662607,C00163;C00033;C00013;C00024;C00002;C00020;C05983;C00100;C05993;C00010,C00002_KI: 0.054877620190382;C00020_KI: 0.3700058795511722;C05993_KI: 0.0451711677014827;C00033_KI: 0.3700058795511722;C00010_KI: 0.3700058795511722;C05983_KI: 0.3700058795511722;C00100_KI: 0.0544589273631572;C00013_KI: 0.3700058795511722;C00163_KI: 1.6401084661483765;C00024_KI: 0.0554132163524627
,6.2.1.1,,R114,Acetate-coa ligase,R00316,MRL,C00002; C00033,C00013; C05993,Km_C00013: 0.05002439394593235; Km_C05993: 0.0451711677014827; Km_C00002: 0.054877620190382; Km_C00033: 0.05002439394593235,Kcat_F: 4.911514133007876; Kcat_R: 5.966778488211726,C00163;C00033;C00013;C00024;C00002;C00020;C05983;C00100;C05993;C00010,C00002_KI: 0.054877620190382;C00020_KI: 0.3700058795511722;C05993_KI: 0.0451711677014827;C00033_KI: 0.3700058795511722;C00010_KI: 0.3700058795511722;C05983_KI: 0.3700058795511722;C00100_KI: 0.0544589273631572;C00013_KI: 0.3700058795511722;C00163_KI: 1.6401084661483765;C00024_KI: 0.0554132163524627
,6.2.1.1,,R115,Acetate-coa ligase,R00925,MRL,C00002; C00010; C00163,C00013; C00020; C00100,Km_C00013: 0.5831483379006386; Km_C00020: 0.5831483379006386; Km_C00100: 0.0544589273631572; Km_C00002: 0.054877620190382; Km_C00010: 0.5831483379006386; Km_C00163: 1.6401084661483765,Kcat_F: 3.4321394944665355; Kcat_R: 4.783961869678951,C00163;C00033;C00013;C00024;C00002;C00020;C05983;C00100;C05993;C00010,C00002_KI: 0.054877620190382;C00020_KI: 0.3700058795511722;C05993_KI: 0.0451711677014827;C00033_KI: 0.3700058795511722;C00010_KI: 0.3700058795511722;C05983_KI: 0.3700058795511722;C00100_KI: 0.0544589273631572;C00013_KI: 0.3700058795511722;C00163_KI: 1.6401084661483765;C00024_KI: 0.0554132163524627
,6.2.1.1,,R116,Acetate-coa ligase,R00926,MRL,C00010; C05983,C00020; C00100,Km_C00020: 0.0544589273631572; Km_C00100: 0.0544589273631572; Km_C00010: 0.0544589273631572; Km_C05983: 0.0544589273631572,Kcat_F: 56.755120681519195; Kcat_R: 4.783961869678951,C00163;C00033;C00013;C00024;C00002;C00020;C05983;C00100;C05993;C00010,C00002_KI: 0.054877620190382;C00020_KI: 0.3700058795511722;C05993_KI: 0.0451711677014827;C00033_KI: 0.3700058795511722;C00010_KI: 0.3700058795511722;C05983_KI: 0.3700058795511722;C00100_KI: 0.0544589273631572;C00013_KI: 0.3700058795511722;C00163_KI: 1.6401084661483765;C00024_KI: 0.0554132163524627
,6.2.1.1,,R117,Acetate-coa ligase,R01354,MRL,C00002; C00163,C00013; C05983,Km_C00013: 0.8474930431693792; Km_C05983: 0.8474930431693792; Km_C00002: 0.054877620190382; Km_C00163: 1.6401084661483765,Kcat_F: 3.4321394944665355; Kcat_R: 56.755120681519195,C00163;C00033;C00013;C00024;C00002;C00020;C05983;C00100;C05993;C00010,C00002_KI: 0.054877620190382;C00020_KI: 0.3700058795511722;C05993_KI: 0.0451711677014827;C00033_KI: 0.3700058795511722;C00010_KI: 0.3700058795511722;C05983_KI: 0.3700058795511722;C00100_KI: 0.0544589273631572;C00013_KI: 0.3700058795511722;C00163_KI: 1.6401084661483765;C00024_KI: 0.0554132163524627
