Accession Number,EC,Species,Label,Enzyme,Reaction ID,Mechanism,Substrates,Products,Km,Kcat,Inhibitors,KI
,1.1.1.1,,R24,Alcohol dehydrogenase,R06917,MRL,C00003; C14089,C00004; C00080; C14090,Km_C00004: 0.33485322818160057; Km_C00080: 0.5695337653160095; Km_C14090: 0.33485322818160057; Km_C00003: 0.1001726910471916; Km_C14089: 0.33485322818160057,Kcat_F: 19.69812440972971; Kcat_R: 56.755120681519195,C00469;C14099;C06613;C00576;C00069;C00071;C00473;C05576;C16587;C01612;C00376;C00005;C00084;C01450;C00001;C02909;C07490;C16551;C00003;C16348;C16586;C00004;C14090;C05577;C06611;C06612;C14089;C05445;C16596;C05444;C00114;C06899;C00080;C16595;C00006;C07645;C00226,C16596_KI: 0.2928876834145437;C00071_KI: 0.2928876834145437;C01612_KI: 0.2928876834145437;C14090_KI: 0.2928876834145437;C00084_KI: 1.3478457927703855;C05445_KI: 0.0282410141080617;C00080_KI: 0.5695337653160095;C05576_KI: 0.2928876834145437;C00003_KI: 0.1001726910471916;C01450_KI: 0.2928876834145437;C07490_KI: 0.2928876834145437;C16586_KI: 0.2928876834145437;C14089_KI: 0.2928876834145437;C05577_KI: 0.2928876834145437;C00226_KI: 0.2928876834145437;C00473_KI: 0.2928876834145437;C06613_KI: 0.2928876834145437;C00001_KI: 0.2928876834145437;C05444_KI: 0.0305960215628147;C00006_KI: 0.2928876834145437;C06612_KI: 0.5013850331306458;C16551_KI: 0.2928876834145437;C16595_KI: 0.2928876834145437;C07645_KI: 0.0467292107641696;C00069_KI: 0.2928876834145437;C02909_KI: 0.0219607800245285;C06611_KI: 0.5013850331306458;C00576_KI: 0.2928876834145437;C16587_KI: 0.2928876834145437;C00469_KI: 0.2928876834145437;C00004_KI: 0.2928876834145437;C06899_KI: 0.3254671692848205;C00114_KI: 0.2928876834145437;C00005_KI: 0.0275932177901268;C00376_KI: 0.0137424720451235;C16348_KI: 0.2928876834145437;C14099_KI: 0.2928876834145437
,1.1.1.1,,R25,Alcohol dehydrogenase,R06927,MRL,C00003; C02909,C00004; C00080; C14099,Km_C00004: 0.23055574546257654; Km_C00080: 0.5695337653160095; Km_C14099: 0.23055574546257654; Km_C00003: 0.1001726910471916; Km_C02909: 0.0219607800245285,Kcat_F: 14.055231459121046; Kcat_R: 56.755120681519195,C00469;C14099;C06613;C00576;C00069;C00071;C00473;C05576;C16587;C01612;C00376;C00005;C00084;C01450;C00001;C02909;C07490;C16551;C00003;C16348;C16586;C00004;C14090;C05577;C06611;C06612;C14089;C05445;C16596;C05444;C00114;C06899;C00080;C16595;C00006;C07645;C00226,C16596_KI: 0.2928876834145437;C00071_KI: 0.2928876834145437;C01612_KI: 0.2928876834145437;C14090_KI: 0.2928876834145437;C00084_KI: 1.3478457927703855;C05445_KI: 0.0282410141080617;C00080_KI: 0.5695337653160095;C05576_KI: 0.2928876834145437;C00003_KI: 0.1001726910471916;C01450_KI: 0.2928876834145437;C07490_KI: 0.2928876834145437;C16586_KI: 0.2928876834145437;C14089_KI: 0.2928876834145437;C05577_KI: 0.2928876834145437;C00226_KI: 0.2928876834145437;C00473_KI: 0.2928876834145437;C06613_KI: 0.2928876834145437;C00001_KI: 0.2928876834145437;C05444_KI: 0.0305960215628147;C00006_KI: 0.2928876834145437;C06612_KI: 0.5013850331306458;C16551_KI: 0.2928876834145437;C16595_KI: 0.2928876834145437;C07645_KI: 0.0467292107641696;C00069_KI: 0.2928876834145437;C02909_KI: 0.0219607800245285;C06611_KI: 0.5013850331306458;C00576_KI: 0.2928876834145437;C16587_KI: 0.2928876834145437;C00469_KI: 0.2928876834145437;C00004_KI: 0.2928876834145437;C06899_KI: 0.3254671692848205;C00114_KI: 0.2928876834145437;C00005_KI: 0.0275932177901268;C00376_KI: 0.0137424720451235;C16348_KI: 0.2928876834145437;C14099_KI: 0.2928876834145437
,1.1.1.1,,R26,Alcohol dehydrogenase,R08281,MRL,C00004; C00080; C07645,C00003; C16551,Km_C00003: 0.1001726910471916; Km_C16551: 0.2388118890424569; Km_C00004: 0.2388118890424569; Km_C00080: 0.5695337653160095; Km_C07645: 0.0467292107641696,Kcat_F: 1.0068690146290786; Kcat_R: 19.69812440972971,C00469;C14099;C06613;C00576;C00069;C00071;C00473;C05576;C16587;C01612;C00376;C00005;C00084;C01450;C00001;C02909;C07490;C16551;C00003;C16348;C16586;C00004;C14090;C05577;C06611;C06612;C14089;C05445;C16596;C05444;C00114;C06899;C00080;C16595;C00006;C07645;C00226,C16596_KI: 0.2928876834145437;C00071_KI: 0.2928876834145437;C01612_KI: 0.2928876834145437;C14090_KI: 0.2928876834145437;C00084_KI: 1.3478457927703855;C05445_KI: 0.0282410141080617;C00080_KI: 0.5695337653160095;C05576_KI: 0.2928876834145437;C00003_KI: 0.1001726910471916;C01450_KI: 0.2928876834145437;C07490_KI: 0.2928876834145437;C16586_KI: 0.2928876834145437;C14089_KI: 0.2928876834145437;C05577_KI: 0.2928876834145437;C00226_KI: 0.2928876834145437;C00473_KI: 0.2928876834145437;C06613_KI: 0.2928876834145437;C00001_KI: 0.2928876834145437;C05444_KI: 0.0305960215628147;C00006_KI: 0.2928876834145437;C06612_KI: 0.5013850331306458;C16551_KI: 0.2928876834145437;C16595_KI: 0.2928876834145437;C07645_KI: 0.0467292107641696;C00069_KI: 0.2928876834145437;C02909_KI: 0.0219607800245285;C06611_KI: 0.5013850331306458;C00576_KI: 0.2928876834145437;C16587_KI: 0.2928876834145437;C00469_KI: 0.2928876834145437;C00004_KI: 0.2928876834145437;C06899_KI: 0.3254671692848205;C00114_KI: 0.2928876834145437;C00005_KI: 0.0275932177901268;C00376_KI: 0.0137424720451235;C16348_KI: 0.2928876834145437;C14099_KI: 0.2928876834145437
,1.1.1.1,,R27,Alcohol dehydrogenase,R08306,MRL,C00003; C16586,C00004; C00080; C16587,Km_C00004: 0.33485322818160057; Km_C00080: 0.5695337653160095; Km_C16587: 0.33485322818160057; Km_C00003: 0.1001726910471916; Km_C16586: 0.33485322818160057,Kcat_F: 19.69812440972971; Kcat_R: 56.755120681519195,C00469;C14099;C06613;C00576;C00069;C00071;C00473;C05576;C16587;C01612;C00376;C00005;C00084;C01450;C00001;C02909;C07490;C16551;C00003;C16348;C16586;C00004;C14090;C05577;C06611;C06612;C14089;C05445;C16596;C05444;C00114;C06899;C00080;C16595;C00006;C07645;C00226,C16596_KI: 0.2928876834145437;C00071_KI: 0.2928876834145437;C01612_KI: 0.2928876834145437;C14090_KI: 0.2928876834145437;C00084_KI: 1.3478457927703855;C05445_KI: 0.0282410141080617;C00080_KI: 0.5695337653160095;C05576_KI: 0.2928876834145437;C00003_KI: 0.1001726910471916;C01450_KI: 0.2928876834145437;C07490_KI: 0.2928876834145437;C16586_KI: 0.2928876834145437;C14089_KI: 0.2928876834145437;C05577_KI: 0.2928876834145437;C00226_KI: 0.2928876834145437;C00473_KI: 0.2928876834145437;C06613_KI: 0.2928876834145437;C00001_KI: 0.2928876834145437;C05444_KI: 0.0305960215628147;C00006_KI: 0.2928876834145437;C06612_KI: 0.5013850331306458;C16551_KI: 0.2928876834145437;C16595_KI: 0.2928876834145437;C07645_KI: 0.0467292107641696;C00069_KI: 0.2928876834145437;C02909_KI: 0.0219607800245285;C06611_KI: 0.5013850331306458;C00576_KI: 0.2928876834145437;C16587_KI: 0.2928876834145437;C00469_KI: 0.2928876834145437;C00004_KI: 0.2928876834145437;C06899_KI: 0.3254671692848205;C00114_KI: 0.2928876834145437;C00005_KI: 0.0275932177901268;C00376_KI: 0.0137424720451235;C16348_KI: 0.2928876834145437;C14099_KI: 0.2928876834145437
,1.1.1.1,,R28,Alcohol dehydrogenase,R08557,MRL,C00003; C00114,C00004; C00080; C00576,Km_C00004: 0.33485322818160057; Km_C00080: 0.5695337653160095; Km_C00576: 0.33485322818160057; Km_C00003: 0.1001726910471916; Km_C00114: 0.33485322818160057,Kcat_F: 19.69812440972971; Kcat_R: 56.755120681519195,C00469;C14099;C06613;C00576;C00069;C00071;C00473;C05576;C16587;C01612;C00376;C00005;C00084;C01450;C00001;C02909;C07490;C16551;C00003;C16348;C16586;C00004;C14090;C05577;C06611;C06612;C14089;C05445;C16596;C05444;C00114;C06899;C00080;C16595;C00006;C07645;C00226,C16596_KI: 0.2928876834145437;C00071_KI: 0.2928876834145437;C01612_KI: 0.2928876834145437;C14090_KI: 0.2928876834145437;C00084_KI: 1.3478457927703855;C05445_KI: 0.0282410141080617;C00080_KI: 0.5695337653160095;C05576_KI: 0.2928876834145437;C00003_KI: 0.1001726910471916;C01450_KI: 0.2928876834145437;C07490_KI: 0.2928876834145437;C16586_KI: 0.2928876834145437;C14089_KI: 0.2928876834145437;C05577_KI: 0.2928876834145437;C00226_KI: 0.2928876834145437;C00473_KI: 0.2928876834145437;C06613_KI: 0.2928876834145437;C00001_KI: 0.2928876834145437;C05444_KI: 0.0305960215628147;C00006_KI: 0.2928876834145437;C06612_KI: 0.5013850331306458;C16551_KI: 0.2928876834145437;C16595_KI: 0.2928876834145437;C07645_KI: 0.0467292107641696;C00069_KI: 0.2928876834145437;C02909_KI: 0.0219607800245285;C06611_KI: 0.5013850331306458;C00576_KI: 0.2928876834145437;C16587_KI: 0.2928876834145437;C00469_KI: 0.2928876834145437;C00004_KI: 0.2928876834145437;C06899_KI: 0.3254671692848205;C00114_KI: 0.2928876834145437;C00005_KI: 0.0275932177901268;C00376_KI: 0.0137424720451235;C16348_KI: 0.2928876834145437;C14099_KI: 0.2928876834145437
,1.1.1.1,,R29,Alcohol dehydrogenase,R08558,MRL,C00006; C00114,C00005; C00080; C00576,Km_C00005: 0.0275932177901268; Km_C00080: 0.5695337653160095; Km_C00576: 0.29856349155306816; Km_C00006: 0.29856349155306816; Km_C00114: 0.29856349155306816,Kcat_F: 56.755120681519195; Kcat_R: 29.62406313525618,C00469;C14099;C06613;C00576;C00069;C00071;C00473;C05576;C16587;C01612;C00376;C00005;C00084;C01450;C00001;C02909;C07490;C16551;C00003;C16348;C16586;C00004;C14090;C05577;C06611;C06612;C14089;C05445;C16596;C05444;C00114;C06899;C00080;C16595;C00006;C07645;C00226,C16596_KI: 0.2928876834145437;C00071_KI: 0.2928876834145437;C01612_KI: 0.2928876834145437;C14090_KI: 0.2928876834145437;C00084_KI: 1.3478457927703855;C05445_KI: 0.0282410141080617;C00080_KI: 0.5695337653160095;C05576_KI: 0.2928876834145437;C00003_KI: 0.1001726910471916;C01450_KI: 0.2928876834145437;C07490_KI: 0.2928876834145437;C16586_KI: 0.2928876834145437;C14089_KI: 0.2928876834145437;C05577_KI: 0.2928876834145437;C00226_KI: 0.2928876834145437;C00473_KI: 0.2928876834145437;C06613_KI: 0.2928876834145437;C00001_KI: 0.2928876834145437;C05444_KI: 0.0305960215628147;C00006_KI: 0.2928876834145437;C06612_KI: 0.5013850331306458;C16551_KI: 0.2928876834145437;C16595_KI: 0.2928876834145437;C07645_KI: 0.0467292107641696;C00069_KI: 0.2928876834145437;C02909_KI: 0.0219607800245285;C06611_KI: 0.5013850331306458;C00576_KI: 0.2928876834145437;C16587_KI: 0.2928876834145437;C00469_KI: 0.2928876834145437;C00004_KI: 0.2928876834145437;C06899_KI: 0.3254671692848205;C00114_KI: 0.2928876834145437;C00005_KI: 0.0275932177901268;C00376_KI: 0.0137424720451235;C16348_KI: 0.2928876834145437;C14099_KI: 0.2928876834145437
,1.1.1.1,,R30,Alcohol dehydrogenase,R07327,MRL,C00003; C00069,C00004; C00080; C01450,Km_C00004: 0.33485322818160057; Km_C00080: 0.5695337653160095; Km_C01450: 0.33485322818160057; Km_C00003: 0.1001726910471916; Km_C00069: 0.33485322818160057,Kcat_F: 19.69812440972971; Kcat_R: 56.755120681519195,C00469;C14099;C06613;C00576;C00069;C00071;C00473;C05576;C16587;C01612;C00376;C00005;C00084;C01450;C00001;C02909;C07490;C16551;C00003;C16348;C16586;C00004;C14090;C05577;C06611;C06612;C14089;C05445;C16596;C05444;C00114;C06899;C00080;C16595;C00006;C07645;C00226,C16596_KI: 0.2928876834145437;C00071_KI: 0.2928876834145437;C01612_KI: 0.2928876834145437;C14090_KI: 0.2928876834145437;C00084_KI: 1.3478457927703855;C05445_KI: 0.0282410141080617;C00080_KI: 0.5695337653160095;C05576_KI: 0.2928876834145437;C00003_KI: 0.1001726910471916;C01450_KI: 0.2928876834145437;C07490_KI: 0.2928876834145437;C16586_KI: 0.2928876834145437;C14089_KI: 0.2928876834145437;C05577_KI: 0.2928876834145437;C00226_KI: 0.2928876834145437;C00473_KI: 0.2928876834145437;C06613_KI: 0.2928876834145437;C00001_KI: 0.2928876834145437;C05444_KI: 0.0305960215628147;C00006_KI: 0.2928876834145437;C06612_KI: 0.5013850331306458;C16551_KI: 0.2928876834145437;C16595_KI: 0.2928876834145437;C07645_KI: 0.0467292107641696;C00069_KI: 0.2928876834145437;C02909_KI: 0.0219607800245285;C06611_KI: 0.5013850331306458;C00576_KI: 0.2928876834145437;C16587_KI: 0.2928876834145437;C00469_KI: 0.2928876834145437;C00004_KI: 0.2928876834145437;C06899_KI: 0.3254671692848205;C00114_KI: 0.2928876834145437;C00005_KI: 0.0275932177901268;C00376_KI: 0.0137424720451235;C16348_KI: 0.2928876834145437;C14099_KI: 0.2928876834145437
,1.1.1.1,,R31,Alcohol dehydrogenase,R00624,MRL,C00003; C01612,C00004; C00080; C01450,Km_C00004: 0.33485322818160057; Km_C00080: 0.5695337653160095; Km_C01450: 0.33485322818160057; Km_C00003: 0.1001726910471916; Km_C01612: 0.33485322818160057,Kcat_F: 19.69812440972971; Kcat_R: 56.755120681519195,C00469;C14099;C06613;C00576;C00069;C00071;C00473;C05576;C16587;C01612;C00376;C00005;C00084;C01450;C00001;C02909;C07490;C16551;C00003;C16348;C16586;C00004;C14090;C05577;C06611;C06612;C14089;C05445;C16596;C05444;C00114;C06899;C00080;C16595;C00006;C07645;C00226,C16596_KI: 0.2928876834145437;C00071_KI: 0.2928876834145437;C01612_KI: 0.2928876834145437;C14090_KI: 0.2928876834145437;C00084_KI: 1.3478457927703855;C05445_KI: 0.0282410141080617;C00080_KI: 0.5695337653160095;C05576_KI: 0.2928876834145437;C00003_KI: 0.1001726910471916;C01450_KI: 0.2928876834145437;C07490_KI: 0.2928876834145437;C16586_KI: 0.2928876834145437;C14089_KI: 0.2928876834145437;C05577_KI: 0.2928876834145437;C00226_KI: 0.2928876834145437;C00473_KI: 0.2928876834145437;C06613_KI: 0.2928876834145437;C00001_KI: 0.2928876834145437;C05444_KI: 0.0305960215628147;C00006_KI: 0.2928876834145437;C06612_KI: 0.5013850331306458;C16551_KI: 0.2928876834145437;C16595_KI: 0.2928876834145437;C07645_KI: 0.0467292107641696;C00069_KI: 0.2928876834145437;C02909_KI: 0.0219607800245285;C06611_KI: 0.5013850331306458;C00576_KI: 0.2928876834145437;C16587_KI: 0.2928876834145437;C00469_KI: 0.2928876834145437;C00004_KI: 0.2928876834145437;C06899_KI: 0.3254671692848205;C00114_KI: 0.2928876834145437;C00005_KI: 0.0275932177901268;C00376_KI: 0.0137424720451235;C16348_KI: 0.2928876834145437;C14099_KI: 0.2928876834145437
,1.1.1.1,,R32,Alcohol dehydrogenase,R08310,MRL,C00003; C16595,C00004; C00080; C16596,Km_C00004: 0.33485322818160057; Km_C00080: 0.5695337653160095; Km_C16596: 0.33485322818160057; Km_C00003: 0.1001726910471916; Km_C16595: 0.33485322818160057,Kcat_F: 19.69812440972971; Kcat_R: 56.755120681519195,C00469;C14099;C06613;C00576;C00069;C00071;C00473;C05576;C16587;C01612;C00376;C00005;C00084;C01450;C00001;C02909;C07490;C16551;C00003;C16348;C16586;C00004;C14090;C05577;C06611;C06612;C14089;C05445;C16596;C05444;C00114;C06899;C00080;C16595;C00006;C07645;C00226,C16596_KI: 0.2928876834145437;C00071_KI: 0.2928876834145437;C01612_KI: 0.2928876834145437;C14090_KI: 0.2928876834145437;C00084_KI: 1.3478457927703855;C05445_KI: 0.0282410141080617;C00080_KI: 0.5695337653160095;C05576_KI: 0.2928876834145437;C00003_KI: 0.1001726910471916;C01450_KI: 0.2928876834145437;C07490_KI: 0.2928876834145437;C16586_KI: 0.2928876834145437;C14089_KI: 0.2928876834145437;C05577_KI: 0.2928876834145437;C00226_KI: 0.2928876834145437;C00473_KI: 0.2928876834145437;C06613_KI: 0.2928876834145437;C00001_KI: 0.2928876834145437;C05444_KI: 0.0305960215628147;C00006_KI: 0.2928876834145437;C06612_KI: 0.5013850331306458;C16551_KI: 0.2928876834145437;C16595_KI: 0.2928876834145437;C07645_KI: 0.0467292107641696;C00069_KI: 0.2928876834145437;C02909_KI: 0.0219607800245285;C06611_KI: 0.5013850331306458;C00576_KI: 0.2928876834145437;C16587_KI: 0.2928876834145437;C00469_KI: 0.2928876834145437;C00004_KI: 0.2928876834145437;C06899_KI: 0.3254671692848205;C00114_KI: 0.2928876834145437;C00005_KI: 0.0275932177901268;C00376_KI: 0.0137424720451235;C16348_KI: 0.2928876834145437;C14099_KI: 0.2928876834145437
,1.1.1.1,,R33,Alcohol dehydrogenase,R07105,MRL,C00004; C00080; C06899,C00001; C00003; C07490,Km_C00001: 0.3317245418826739; Km_C00003: 0.1001726910471916; Km_C07490: 0.3317245418826739; Km_C00004: 0.3317245418826739; Km_C00080: 0.5695337653160095; Km_C06899: 0.3254671692848205,Kcat_F: 3.1940801064988578; Kcat_R: 19.69812440972971,C00469;C14099;C06613;C00576;C00069;C00071;C00473;C05576;C16587;C01612;C00376;C00005;C00084;C01450;C00001;C02909;C07490;C16551;C00003;C16348;C16586;C00004;C14090;C05577;C06611;C06612;C14089;C05445;C16596;C05444;C00114;C06899;C00080;C16595;C00006;C07645;C00226,C16596_KI: 0.2928876834145437;C00071_KI: 0.2928876834145437;C01612_KI: 0.2928876834145437;C14090_KI: 0.2928876834145437;C00084_KI: 1.3478457927703855;C05445_KI: 0.0282410141080617;C00080_KI: 0.5695337653160095;C05576_KI: 0.2928876834145437;C00003_KI: 0.1001726910471916;C01450_KI: 0.2928876834145437;C07490_KI: 0.2928876834145437;C16586_KI: 0.2928876834145437;C14089_KI: 0.2928876834145437;C05577_KI: 0.2928876834145437;C00226_KI: 0.2928876834145437;C00473_KI: 0.2928876834145437;C06613_KI: 0.2928876834145437;C00001_KI: 0.2928876834145437;C05444_KI: 0.0305960215628147;C00006_KI: 0.2928876834145437;C06612_KI: 0.5013850331306458;C16551_KI: 0.2928876834145437;C16595_KI: 0.2928876834145437;C07645_KI: 0.0467292107641696;C00069_KI: 0.2928876834145437;C02909_KI: 0.0219607800245285;C06611_KI: 0.5013850331306458;C00576_KI: 0.2928876834145437;C16587_KI: 0.2928876834145437;C00469_KI: 0.2928876834145437;C00004_KI: 0.2928876834145437;C06899_KI: 0.3254671692848205;C00114_KI: 0.2928876834145437;C00005_KI: 0.0275932177901268;C00376_KI: 0.0137424720451235;C16348_KI: 0.2928876834145437;C14099_KI: 0.2928876834145437
,2.3.3.1,,R34,Citrate (si)-synthase,R00351,MRL,C00010; C00158,C00001; C00024; C00036,Km_C00001: 0.22251492179930205; Km_C00024: 0.0279799290001392; Km_C00036: 0.22251492179930205; Km_C00010: 0.22251492179930205; Km_C00158: 0.4170499145984649,Kcat_F: 485.4701408504325; Kcat_R: 649.7575261814599,C00001;C00024;C00158;C00036;C00010,C00158_KI: 0.4170499145984649;C00036_KI: 0.22251492179930205;C00001_KI: 0.22251492179930205;C00010_KI: 0.22251492179930205;C00024_KI: 0.0279799290001392
,4.2.1.11,,R35,Phosphopyruvate hydratase,R00658,MRL,C00631,C00001; C00074,Km_C00001: 0.8422031402587891; Km_C00074: 0.8422031402587891; Km_C00631: 0.8422031402587891,Kcat_F: 9.2478538917483; Kcat_R: 56.755120681519195,C00451;C00074;C00013;C16487;C00009;C00001;C00742;C00158;C04309;C00631;C03356;C00988,C00451_KI: 2.830616553624471;C00988_KI: 0.7318273186683655;C00001_KI: 2.830616553624471;C04309_KI: 0.4538918137550354;C00158_KI: 0.57906174659729;C00631_KI: 0.8422031402587891;C00742_KI: 13.937146186828612;C16487_KI: 2.830616553624471;C00074_KI: 2.830616553624471;C00009_KI: 2.830616553624471;C03356_KI: 0.4395691156387329;C00013_KI: 2.830616553624471
,4.2.1.11,,R36,Phosphopyruvate hydratase,R04206,MRL,C03356,C00001; C04309,Km_C00001: 0.44673046469688416; Km_C04309: 0.4538918137550354; Km_C03356: 0.4395691156387329,Kcat_F: 4.081638296034895; Kcat_R: 4.4563397637226965,C00451;C00074;C00013;C16487;C00009;C00001;C00742;C00158;C04309;C00631;C03356;C00988,C00451_KI: 2.830616553624471;C00988_KI: 0.7318273186683655;C00001_KI: 2.830616553624471;C04309_KI: 0.4538918137550354;C00158_KI: 0.57906174659729;C00631_KI: 0.8422031402587891;C00742_KI: 13.937146186828612;C16487_KI: 2.830616553624471;C00074_KI: 2.830616553624471;C00009_KI: 2.830616553624471;C03356_KI: 0.4395691156387329;C00013_KI: 2.830616553624471
,4.1.2.13,,R37,Fructose-bisphosphate aldolase,R01068,MRL,C00354,C00111; C00118,Km_C00111: 0.2190397232770919; Km_C00118: 0.19951986163854596; Km_C00354: 0.18,Kcat_F: 6.242500000000001; Kcat_R: 2.7572813095436963,C00074;C00279;C00111;C05378;C00447;C01094;C00284;C00345;C00118;C00354;C00577,C00118_KI: 0.1613792739808559;C00354_KI: 0.1613792739808559;C05378_KI: 0.1037188246846199;C00345_KI: 0.1613792739808559;C00577_KI: 0.1613792739808559;C00284_KI: 0.1613792739808559;C00111_KI: 0.2190397232770919;C00447_KI: 0.1613792739808559;C01094_KI: 0.1613792739808559;C00074_KI: 0.1613792739808559;C00279_KI: 0.1613792739808559
,4.1.2.13,,R38,Fructose-bisphosphate aldolase,R01070,MRL,C05378,C00111; C00118,Km_C00111: 0.2190397232770919; Km_C00118: 0.1613792739808559; Km_C05378: 0.1037188246846199,Kcat_F: 0.4397229534579892; Kcat_R: 2.7572813095436963,C00074;C00279;C00111;C05378;C00447;C01094;C00284;C00345;C00118;C00354;C00577,C00118_KI: 0.1613792739808559;C00354_KI: 0.1613792739808559;C05378_KI: 0.1037188246846199;C00345_KI: 0.1613792739808559;C00577_KI: 0.1613792739808559;C00284_KI: 0.1613792739808559;C00111_KI: 0.2190397232770919;C00447_KI: 0.1613792739808559;C01094_KI: 0.1613792739808559;C00074_KI: 0.1613792739808559;C00279_KI: 0.1613792739808559
,4.1.2.13,,R39,Fructose-bisphosphate aldolase,R01829,MRL,C00447,C00111; C00279,Km_C00111: 0.2190397232770919; Km_C00279: 0.2190397232770919; Km_C00447: 0.2190397232770919,Kcat_F: 56.755120681519195; Kcat_R: 2.7572813095436963,C00074;C00279;C00111;C05378;C00447;C01094;C00284;C00345;C00118;C00354;C00577,C00118_KI: 0.1613792739808559;C00354_KI: 0.1613792739808559;C05378_KI: 0.1037188246846199;C00345_KI: 0.1613792739808559;C00577_KI: 0.1613792739808559;C00284_KI: 0.1613792739808559;C00111_KI: 0.2190397232770919;C00447_KI: 0.1613792739808559;C01094_KI: 0.1613792739808559;C00074_KI: 0.1613792739808559;C00279_KI: 0.1613792739808559
,4.1.2.13,,R40,Fructose-bisphosphate aldolase,R02568,MRL,C01094,C00111; C00577,Km_C00111: 0.2190397232770919; Km_C00577: 0.2190397232770919; Km_C01094: 0.2190397232770919,Kcat_F: 56.755120681519195; Kcat_R: 2.7572813095436963,C00074;C00279;C00111;C05378;C00447;C01094;C00284;C00345;C00118;C00354;C00577,C00118_KI: 0.1613792739808559;C00354_KI: 0.1613792739808559;C05378_KI: 0.1037188246846199;C00345_KI: 0.1613792739808559;C00577_KI: 0.1613792739808559;C00284_KI: 0.1613792739808559;C00111_KI: 0.2190397232770919;C00447_KI: 0.1613792739808559;C01094_KI: 0.1613792739808559;C00074_KI: 0.1613792739808559;C00279_KI: 0.1613792739808559
,3.1.3.11,,R41,Fructose-bisphosphatase,R00762,MRL,C00001; C00354,C00009; C00085,Km_C00009: 0.10268978958129879; Km_C00085: 0.1371545791625976; Km_C00001: 0.10268978958129879; Km_C00354: 0.068225,Kcat_F: 15.9; Kcat_R: 0.5194809966877715,C00020;C01478;C05345;C00074;C00001;C00447;C02086;C00354;C05378;C00002;C00736;C06232;C00008;C11215;C20679;C00009;C00097;C01172;C05382;C00665;C00085,C00097_KI: 0.1049090027809143;C00354_KI: 0.1043785392410225;C00008_KI: 0.1043785392410225;C00009_KI: 0.1043785392410225;C00665_KI: 0.1043785392410225;C00736_KI: 0.1049090027809143;C00020_KI: 0.1043785392410225;C01478_KI: 0.2802926898002624;C06232_KI: 0.1313289850950241;C00001_KI: 0.1043785392410225;C00447_KI: 0.1043785392410225;C00002_KI: 0.016829838976264;C11215_KI: 0.1043785392410225;C02086_KI: 0.1043785392410225;C05345_KI: 0.1043785392410225;C00085_KI: 0.1371545791625976;C05382_KI: 0.0153899602591991;C20679_KI: 0.1309760063886642;C00074_KI: 0.1043785392410225;C05378_KI: 0.0176167879253625;C01172_KI: 0.1043785392410225
,3.1.3.11,,R42,Fructose-bisphosphatase,R04780,MRL,C00001; C05378,C00009; C05345,Km_C00009: 0.002; Km_C05345: 0.002; Km_C00001: 0.002; Km_C05378: 0.002,Kcat_F: 0.3508357137527841; Kcat_R: 56.755120681519195,C00020;C01478;C05345;C00074;C00001;C00447;C02086;C00354;C05378;C00002;C00736;C06232;C00008;C11215;C20679;C00009;C00097;C01172;C05382;C00665;C00085,C00097_KI: 0.1049090027809143;C00354_KI: 0.1043785392410225;C00008_KI: 0.1043785392410225;C00009_KI: 0.1043785392410225;C00665_KI: 0.1043785392410225;C00736_KI: 0.1049090027809143;C00020_KI: 0.1043785392410225;C01478_KI: 0.2802926898002624;C06232_KI: 0.1313289850950241;C00001_KI: 0.1043785392410225;C00447_KI: 0.1043785392410225;C00002_KI: 0.016829838976264;C11215_KI: 0.1043785392410225;C02086_KI: 0.1043785392410225;C05345_KI: 0.1043785392410225;C00085_KI: 0.1371545791625976;C05382_KI: 0.0153899602591991;C20679_KI: 0.1309760063886642;C00074_KI: 0.1043785392410225;C05378_KI: 0.0176167879253625;C01172_KI: 0.1043785392410225
,3.1.3.11,,R43,Fructose-bisphosphatase,R01845,MRL,C00001; C00447,C00009; C05382,Km_C00009: 0.0153899602591991; Km_C05382: 0.0153899602591991; Km_C00001: 0.0153899602591991; Km_C00447: 0.0153899602591991,Kcat_F: 56.755120681519195; Kcat_R: 1.0839438784873223,C00020;C01478;C05345;C00074;C00001;C00447;C02086;C00354;C05378;C00002;C00736;C06232;C00008;C11215;C20679;C00009;C00097;C01172;C05382;C00665;C00085,C00097_KI: 0.1049090027809143;C00354_KI: 0.1043785392410225;C00008_KI: 0.1043785392410225;C00009_KI: 0.1043785392410225;C00665_KI: 0.1043785392410225;C00736_KI: 0.1049090027809143;C00020_KI: 0.1043785392410225;C01478_KI: 0.2802926898002624;C06232_KI: 0.1313289850950241;C00001_KI: 0.1043785392410225;C00447_KI: 0.1043785392410225;C00002_KI: 0.016829838976264;C11215_KI: 0.1043785392410225;C02086_KI: 0.1043785392410225;C05345_KI: 0.1043785392410225;C00085_KI: 0.1371545791625976;C05382_KI: 0.0153899602591991;C20679_KI: 0.1309760063886642;C00074_KI: 0.1043785392410225;C05378_KI: 0.0176167879253625;C01172_KI: 0.1043785392410225
