Accession Number,EC,Species,Label,Enzyme,Reaction ID,Mechanism,Substrates,Products,Km,Kcat,Inhibitors,KI
,3.2.1.22,Escherichia coli,R41,Alpha-galactosidase,R04470,MRL,C00001; C06037,C00124; C03692,Km_C00124: 14.55188179; Km_C03692: 9.821011066499999; Km_C00001: 5.090140343; Km_C06037: 9.821011066499999,Kcat_F: 4.011620685; Kcat_R: 8.221061924,C00159;C05404;C04737;C00031;C01290;C05401;C02686;C00137;C00001;C05402;C00492;C05400;C05399;C00794;C06126;C00116;C01613;C00124;C06037;C03692;C01235;C00089,C00116_KI: 11.27495575;C03692_KI: 10.037124306125;C05401_KI: 11.91046715;C00124_KI: 14.55188179;C01290_KI: 10.037124306125;C01235_KI: 10.24762726;C05400_KI: 9.408344269;C00001_KI: 5.090140343;C00089_KI: 11.26636791;C00794_KI: 10.86484718;C06126_KI: 10.037124306125;C00031_KI: 14.55188179;C01613_KI: 6.016309738;C05404_KI: 5.508523941;C00492_KI: 6.633991241;C00159_KI: 14.55188179;C02686_KI: 10.037124306125;C00137_KI: 12.13025475;C06037_KI: 10.037124306125;C05402_KI: 9.408344269;C04737_KI: 10.037124306125;C05399_KI: 7.178169727
,3.2.1.22,Escherichia coli,R42,Alpha-galactosidase,R05549,MRL,C00001; C05404,C00124; C05402,Km_C00124: 14.55188179; Km_C05402: 9.408344269; Km_C00001: 5.090140343; Km_C05404: 5.508523941,Kcat_F: 9.4051270175; Kcat_R: 10.348036867000001,C00159;C05404;C04737;C00031;C01290;C05401;C02686;C00137;C00001;C05402;C00492;C05400;C05399;C00794;C06126;C00116;C01613;C00124;C06037;C03692;C01235;C00089,C00116_KI: 11.27495575;C03692_KI: 10.037124306125;C05401_KI: 11.91046715;C00124_KI: 14.55188179;C01290_KI: 10.037124306125;C01235_KI: 10.24762726;C05400_KI: 9.408344269;C00001_KI: 5.090140343;C00089_KI: 11.26636791;C00794_KI: 10.86484718;C06126_KI: 10.037124306125;C00031_KI: 14.55188179;C01613_KI: 6.016309738;C05404_KI: 5.508523941;C00492_KI: 6.633991241;C00159_KI: 14.55188179;C02686_KI: 10.037124306125;C00137_KI: 12.13025475;C06037_KI: 10.037124306125;C05402_KI: 9.408344269;C04737_KI: 10.037124306125;C05399_KI: 7.178169727
,6.1.1.9,Escherichia coli,R43,Valine-trna ligase,R03665,MRL,C00002; C00183; C01653,C00013; C00020; C02554,Km_C00013: 0.202436924; Km_C00020: 0.166665509; Km_C02554: 0.1329046838; Km_C00002: 0.198360145; Km_C00183: 0.096970841; Km_C01653: 9e-05,Kcat_F: 12.250992328; Kcat_R: 3.506267026,C02554;C00020;C00183;C00013;C01653;C00002,C00002_KI: 0.198360145;C00020_KI: 0.166665509;C00013_KI: 0.202436924;C00183_KI: 0.096970841;C01653_KI: 0.16610835475;C02554_KI: 0.16610835475
,1.1.1.205,Escherichia coli,R44,Imp dehydrogenase,R01130,MRL,C00001; C00003; C00130,C00004; C00080; C00655,Km_C00004: 0.046484388; Km_C00080: 5.048990726; Km_C00655: 0.036233123; Km_C00001: 4.488901615; Km_C00003: 0.146938637; Km_C00130: 0.013,Kcat_F: 3.3742380923333335; Kcat_R: 4.813341095,C00655;C00004;C00130;C00080;C16618;C00001;C00003;C04646,C04646_KI: 0.013398461;C00001_KI: 4.488901615;C00655_KI: 0.036233123;C00003_KI: 0.146938637;C16618_KI: 1.4026414857142857;C00130_KI: 0.03754345;C00004_KI: 0.046484388;C00080_KI: 5.048990726
,1.1.1.205,Escherichia coli,R45,Imp dehydrogenase,R08240,MRL,C00001; C00003; C04646,C00004; C00080; C16618,Km_C00004: 0.046484388; Km_C00080: 5.048990726; Km_C16618: 1.9489427653999996; Km_C00001: 4.488901615; Km_C00003: 0.146938637; Km_C04646: 0.013398461,Kcat_F: 3.0460149343333334; Kcat_R: 5.692930495,C00655;C00004;C00130;C00080;C16618;C00001;C00003;C04646,C04646_KI: 0.013398461;C00001_KI: 4.488901615;C00655_KI: 0.036233123;C00003_KI: 0.146938637;C16618_KI: 1.4026414857142857;C00130_KI: 0.03754345;C00004_KI: 0.046484388;C00080_KI: 5.048990726
,6.1.1.3,Escherichia coli,R46,Threonine-trna ligase,R03663,MRL,C00002; C00188; C01651,C00013; C00020; C02992,Km_C00013: 0.136936635; Km_C00020: 0.025268234; Km_C02992: 0.06833203299999999; Km_C00002: 0.046611827; Km_C00188: 0.132813469; Km_C01651: 3e-05,Kcat_F: 28.958055132222217; Kcat_R: 85.070744195,C02992;C00188;C00020;C01651;C00013;C00002,C00188_KI: 0.132813469;C00020_KI: 0.025268234;C02992_KI: 0.08540754125;C01651_KI: 0.08540754125;C00013_KI: 0.136936635;C00002_KI: 0.046611827
,6.1.1.22,Escherichia coli,R47,Asparagine-trna ligase,R03648,MRL,C00002; C00152; C01637,C00013; C00020; C03402,Km_C00013: 0.10072536; Km_C00020: 0.038245004; Km_C03402: 0.06428387125000001; Km_C00002: 0.04164549; Km_C00152: 0.076519631; Km_C01637: 0.06428387125000001,Kcat_F: 2.3635754395; Kcat_R: 1.2751226974999998,C01637;C00020;C03402;C00152;C00013;C00002,C00020_KI: 0.038245004;C00002_KI: 0.04164549;C00013_KI: 0.10072536;C01637_KI: 0.06428387125000001;C00152_KI: 0.076519631;C03402_KI: 0.06428387125000001
,6.1.1.21,Escherichia coli,R48,Histidine-trna ligase,R03655,MRL,C00002; C00135; C01643,C00013; C00020; C02988,Km_C00013: 0.137552559; Km_C00020: 0.03928145; Km_C02988: 0.0661823734; Km_C00002: 0.071193345; Km_C00135: 0.073634513; Km_C01643: 0.00925,Kcat_F: 1.5855467633333333; Kcat_R: 1.650474209,C02988;C00020;C01643;C00013;C00002;C00135,C00013_KI: 0.137552559;C00002_KI: 0.071193345;C00020_KI: 0.03928145;C00135_KI: 0.073634513;C02988_KI: 0.08041546675;C01643_KI: 0.08041546675
,6.1.1.10,Escherichia coli,R49,Methionine-trna ligase,R03659,MRL,C00002; C00073; C01647,C00013; C00020; C02430,Km_C00013: 0.179405659; Km_C00020: 0.049729425; Km_C02430: 10.093594786199999; Km_C00002: 0.085898831; Km_C00073: 0.147100016; Km_C01647: 50.00584,Kcat_F: 7.6416249; Kcat_R: 4.5975401445,C05336;C00020;C02430;C01647;C05335;C00013;C00073;C00002,C00073_KI: 0.147100016;C05336_KI: 0.1465278302;C00020_KI: 0.049729425;C00013_KI: 0.179405659;C05335_KI: 0.27050522;C00002_KI: 0.085898831;C01647_KI: 0.1465278302;C02430_KI: 0.1465278302
,6.1.1.10,Escherichia coli,R50,Methionine-trna ligase,R04773,MRL,C00002; C01647; C05335,C00013; C00020; C05336,Km_C00013: 0.179405659; Km_C00020: 0.049729425; Km_C05336: 10.118275827; Km_C00002: 0.085898831; Km_C01647: 50.00584; Km_C05335: 0.27050522,Kcat_F: 6.259115753333333; Kcat_R: 4.5975401445,C05336;C00020;C02430;C01647;C05335;C00013;C00073;C00002,C00073_KI: 0.147100016;C05336_KI: 0.1465278302;C00020_KI: 0.049729425;C00013_KI: 0.179405659;C05335_KI: 0.27050522;C00002_KI: 0.085898831;C01647_KI: 0.1465278302;C02430_KI: 0.1465278302
,6.3.4.14,Escherichia coli,R51,Biotin carboxylase,R04385,MRL,C00002; C00288; C06250,C00008; C00009; C04419,Km_C00008: 0.028477727; Km_C00009: 0.98047787; Km_C04419: 6.095770853866667; Km_C00002: 0.043465339; Km_C00288: 29.266433333333335; Km_C06250: 0.16,Kcat_F: 5.698406123999999; Kcat_R: 0.05173266,C06250;C00009;C00288;C00008;C00002;C04419,C00008_KI: 0.028477727;C04419_KI: 0.55946083925;C00002_KI: 0.043465339;C06250_KI: 0.55946083925;C00288_KI: 1.185422421;C00009_KI: 0.98047787
,6.1.1.1,Escherichia coli,R52,Tyrosine-trna ligase,R02918,MRL,C00002; C00082; C00787,C00013; C00020; C02839,Km_C00013: 0.228255823; Km_C00020: 0.04558317; Km_C02839: 0.0002; Km_C00002: 0.067798696; Km_C00082: 0.034101155; Km_C00787: 0.018,Kcat_F: 2.2713980033333336; Kcat_R: 1.7989505475,C00020;C02839;C00787;C00013;C00002;C00082,C00013_KI: 0.228255823;C00787_KI: 0.09393471099999999;C00020_KI: 0.04558317;C00082_KI: 0.034101155;C00002_KI: 0.067798696;C02839_KI: 0.09393471099999999
,1.6.1.1,Escherichia coli,R53,Nad(p)+ transhydrogenase (si-specific),R00112,MRL,C00003; C00005,C00004; C00006,Km_C00004: 0.03585609; Km_C00006: 0.050259922; Km_C00003: 0.093115918; Km_C00005: 0.068295,Kcat_F: 87.385062007; Kcat_R: 7.673110952,C00004;C01829;C00005;C00006;C03444;C00946;C00003,C01829_KI: 0.058410101;C00946_KI: 0.048814293;C00003_KI: 0.093115918;C03444_KI: 0.043866862;C00006_KI: 0.050259922;C00005_KI: 0.030309463;C00004_KI: 0.03585609
,6.3.5.2,Escherichia coli,R54,Gmp synthase (glutamine-hydrolysing),R01231,MRL,C00001; C00002; C00064; C00655,C00013; C00020; C00025; C00144,Km_C00013: 0.292456239; Km_C00020: 0.061671037; Km_C00025: 0.988497317; Km_C00144: 0.060012028; Km_C00001: 1.769340515; Km_C00002: 0.074884042; Km_C00064: 0.369729847; Km_C00655: 0.066067107,Kcat_F: 3.41996632525; Kcat_R: 2.60169002925,C00655;C16619;C00020;C00064;C16618;C00014;C00001;C00025;C00013;C00144;C00002,C00014_KI: 3.654191256;C00064_KI: 0.369729847;C00655_KI: 0.066067107;C00013_KI: 0.292456239;C00020_KI: 0.061671037;C16619_KI: 0.8152054875555556;C16618_KI: 0.8152054875555556;C00025_KI: 0.988497317;C00144_KI: 0.060012028;C00001_KI: 1.769340515;C00002_KI: 0.074884042
,6.3.5.2,Escherichia coli,R55,Gmp synthase (glutamine-hydrolysing),R01230,MRL,C00002; C00014; C00655,C00013; C00020; C00144,Km_C00013: 0.292456239; Km_C00020: 0.061671037; Km_C00144: 0.060012028; Km_C00002: 0.074884042; Km_C00014: 3.654191256; Km_C00655: 0.066067107,Kcat_F: 4.195815674333333; Kcat_R: 2.3963256556666668,C00655;C16619;C00020;C00064;C16618;C00014;C00001;C00025;C00013;C00144;C00002,C00014_KI: 3.654191256;C00064_KI: 0.369729847;C00655_KI: 0.066067107;C00013_KI: 0.292456239;C00020_KI: 0.061671037;C16619_KI: 0.8152054875555556;C16618_KI: 0.8152054875555556;C00025_KI: 0.988497317;C00144_KI: 0.060012028;C00001_KI: 1.769340515;C00002_KI: 0.074884042
,6.3.5.2,Escherichia coli,R56,Gmp synthase (glutamine-hydrolysing),R08244,MRL,C00001; C00002; C00064; C16618,C00013; C00020; C00025; C16619,Km_C00013: 0.292456239; Km_C00020: 0.061671037; Km_C00025: 0.988497317; Km_C16619: 0.5927631661666666; Km_C00001: 1.769340515; Km_C00002: 0.074884042; Km_C00064: 0.369729847; Km_C16618: 0.5927631661666666,Kcat_F: 3.5473377129999997; Kcat_R: 2.371041356333333,C00655;C16619;C00020;C00064;C16618;C00014;C00001;C00025;C00013;C00144;C00002,C00014_KI: 3.654191256;C00064_KI: 0.369729847;C00655_KI: 0.066067107;C00013_KI: 0.292456239;C00020_KI: 0.061671037;C16619_KI: 0.8152054875555556;C16618_KI: 0.8152054875555556;C00025_KI: 0.988497317;C00144_KI: 0.060012028;C00001_KI: 1.769340515;C00002_KI: 0.074884042
,3.2.1.93,Escherichia coli,R57,"Alpha,alpha-phosphotrehalase",R00837,MRL,C00001; C00689,C00031; C00092,Km_C00031: 4.239818573; Km_C00092: 1.051673889; Km_C00001: 1.866690278; Km_C00689: 1.276064992,Kcat_F: 119.47066300499999; Kcat_R: 163.1804734,C00001;C00689;C00031;C00092,C00689_KI: 1.276064992;C00001_KI: 1.866690278;C00092_KI: 1.051673889;C00031_KI: 4.239818573
,6.1.1.6,Escherichia coli,R58,Lysine-trna ligase,R03658,MRL,C00002; C00047; C01646,C00013; C00020; C01931,Km_C00013: 0.061598036; Km_C00020: 0.022625865; Km_C01931: 0.0243029012; Km_C00002: 0.021407852; Km_C00047: 0.011582753; Km_C01646: 0.0043,Kcat_F: 21.763511073333333; Kcat_R: 33.43177057666667,C00047;C01931;C00020;C00013;C01646;C00002,C01931_KI: 0.0293036265;C01646_KI: 0.0293036265;C00020_KI: 0.022625865;C00002_KI: 0.021407852;C00013_KI: 0.061598036;C00047_KI: 0.011582753
,2.7.4.6,Escherichia coli,R59,Nucleoside-diphosphate kinase,R00331,MRL,C00002; C00454,C00008; C00201,Km_C00008: 0.044687353; Km_C00201: 0.044834823999999995; Km_C00002: 0.044982295; Km_C00454: 0.044834823999999995,Kcat_F: 2.097651221; Kcat_R: 2.882742985,C00361;C01344;C00201;C00286;C01345;C00044;C00081;C11039;C00075;C00131;C00104;C00015;C00459;C00112;C00002;C11038;C00363;C00705;C00458;C00035;C00206;C00008;C01346;C00454;C00063;C00460,C00015_KI: 0.146697119;C01345_KI: 0.033701587;C00131_KI: 0.032157894;C00458_KI: 0.041482605;C00459_KI: 0.07205452;C11039_KI: 0.053830164181818185;C00361_KI: 0.034039162;C00286_KI: 0.032053493;C01344_KI: 0.037843809;C00063_KI: 0.034876551;C00035_KI: 0.037396517;C00044_KI: 0.03311104;C00081_KI: 0.038287628;C00075_KI: 0.122390293;C01346_KI: 0.094298355;C00454_KI: 0.053830164181818185;C00363_KI: 0.071746349;C00002_KI: 0.044982295;C11038_KI: 0.053830164181818185;C00705_KI: 0.042200845;C00201_KI: 0.053830164181818185;C00008_KI: 0.044687353;C00206_KI: 0.029951658;C00104_KI: 0.048623119;C00112_KI: 0.037695441;C00460_KI: 0.073985979
,2.7.4.6,Escherichia coli,R60,Nucleoside-diphosphate kinase,R00124,MRL,,C00002; C00008,Km_C00002: 0.044982295; Km_C00008: 0.044687353,Kcat_F: 19.78221183941891; Kcat_R: 2.490197103,C00361;C01344;C00201;C00286;C01345;C00044;C00081;C11039;C00075;C00131;C00104;C00015;C00459;C00112;C00002;C11038;C00363;C00705;C00458;C00035;C00206;C00008;C01346;C00454;C00063;C00460,C00015_KI: 0.146697119;C01345_KI: 0.033701587;C00131_KI: 0.032157894;C00458_KI: 0.041482605;C00459_KI: 0.07205452;C11039_KI: 0.053830164181818185;C00361_KI: 0.034039162;C00286_KI: 0.032053493;C01344_KI: 0.037843809;C00063_KI: 0.034876551;C00035_KI: 0.037396517;C00044_KI: 0.03311104;C00081_KI: 0.038287628;C00075_KI: 0.122390293;C01346_KI: 0.094298355;C00454_KI: 0.053830164181818185;C00363_KI: 0.071746349;C00002_KI: 0.044982295;C11038_KI: 0.053830164181818185;C00705_KI: 0.042200845;C00201_KI: 0.053830164181818185;C00008_KI: 0.044687353;C00206_KI: 0.029951658;C00104_KI: 0.048623119;C00112_KI: 0.037695441;C00460_KI: 0.073985979
,2.7.4.6,Escherichia coli,R61,Nucleoside-diphosphate kinase,R00139,MRL,C00002; C11038,C00008; C11039,Km_C00008: 0.044687353; Km_C11039: 0.044834823999999995; Km_C00002: 0.044982295; Km_C11038: 0.044834823999999995,Kcat_F: 2.097651221; Kcat_R: 2.882742985,C00361;C01344;C00201;C00286;C01345;C00044;C00081;C11039;C00075;C00131;C00104;C00015;C00459;C00112;C00002;C11038;C00363;C00705;C00458;C00035;C00206;C00008;C01346;C00454;C00063;C00460,C00015_KI: 0.146697119;C01345_KI: 0.033701587;C00131_KI: 0.032157894;C00458_KI: 0.041482605;C00459_KI: 0.07205452;C11039_KI: 0.053830164181818185;C00361_KI: 0.034039162;C00286_KI: 0.032053493;C01344_KI: 0.037843809;C00063_KI: 0.034876551;C00035_KI: 0.037396517;C00044_KI: 0.03311104;C00081_KI: 0.038287628;C00075_KI: 0.122390293;C01346_KI: 0.094298355;C00454_KI: 0.053830164181818185;C00363_KI: 0.071746349;C00002_KI: 0.044982295;C11038_KI: 0.053830164181818185;C00705_KI: 0.042200845;C00201_KI: 0.053830164181818185;C00008_KI: 0.044687353;C00206_KI: 0.029951658;C00104_KI: 0.048623119;C00112_KI: 0.037695441;C00460_KI: 0.073985979
,2.7.4.6,Escherichia coli,R62,Nucleoside-diphosphate kinase,R00156,MRL,C00002; C00015,C00008; C00075,Km_C00008: 0.044687353; Km_C00075: 0.122390293; Km_C00002: 0.044982295; Km_C00015: 0.146697119,Kcat_F: 1.4362652525; Kcat_R: 1.712335704,C00361;C01344;C00201;C00286;C01345;C00044;C00081;C11039;C00075;C00131;C00104;C00015;C00459;C00112;C00002;C11038;C00363;C00705;C00458;C00035;C00206;C00008;C01346;C00454;C00063;C00460,C00015_KI: 0.146697119;C01345_KI: 0.033701587;C00131_KI: 0.032157894;C00458_KI: 0.041482605;C00459_KI: 0.07205452;C11039_KI: 0.053830164181818185;C00361_KI: 0.034039162;C00286_KI: 0.032053493;C01344_KI: 0.037843809;C00063_KI: 0.034876551;C00035_KI: 0.037396517;C00044_KI: 0.03311104;C00081_KI: 0.038287628;C00075_KI: 0.122390293;C01346_KI: 0.094298355;C00454_KI: 0.053830164181818185;C00363_KI: 0.071746349;C00002_KI: 0.044982295;C11038_KI: 0.053830164181818185;C00705_KI: 0.042200845;C00201_KI: 0.053830164181818185;C00008_KI: 0.044687353;C00206_KI: 0.029951658;C00104_KI: 0.048623119;C00112_KI: 0.037695441;C00460_KI: 0.073985979
,2.7.4.6,Escherichia coli,R63,Nucleoside-diphosphate kinase,R00330,MRL,C00002; C00035,C00008; C00044,Km_C00008: 0.044687353; Km_C00044: 0.03311104; Km_C00002: 0.044982295; Km_C00035: 0.037396517,Kcat_F: 1.3277208455; Kcat_R: 1.6683488450000001,C00361;C01344;C00201;C00286;C01345;C00044;C00081;C11039;C00075;C00131;C00104;C00015;C00459;C00112;C00002;C11038;C00363;C00705;C00458;C00035;C00206;C00008;C01346;C00454;C00063;C00460,C00015_KI: 0.146697119;C01345_KI: 0.033701587;C00131_KI: 0.032157894;C00458_KI: 0.041482605;C00459_KI: 0.07205452;C11039_KI: 0.053830164181818185;C00361_KI: 0.034039162;C00286_KI: 0.032053493;C01344_KI: 0.037843809;C00063_KI: 0.034876551;C00035_KI: 0.037396517;C00044_KI: 0.03311104;C00081_KI: 0.038287628;C00075_KI: 0.122390293;C01346_KI: 0.094298355;C00454_KI: 0.053830164181818185;C00363_KI: 0.071746349;C00002_KI: 0.044982295;C11038_KI: 0.053830164181818185;C00705_KI: 0.042200845;C00201_KI: 0.053830164181818185;C00008_KI: 0.044687353;C00206_KI: 0.029951658;C00104_KI: 0.048623119;C00112_KI: 0.037695441;C00460_KI: 0.073985979
,2.7.4.6,Escherichia coli,R64,Nucleoside-diphosphate kinase,R00570,MRL,C00002; C00112,C00008; C00063,Km_C00008: 0.044687353; Km_C00063: 0.034876551; Km_C00002: 0.044982295; Km_C00112: 0.037695441,Kcat_F: 1.7374497755; Kcat_R: 1.7756661755,C00361;C01344;C00201;C00286;C01345;C00044;C00081;C11039;C00075;C00131;C00104;C00015;C00459;C00112;C00002;C11038;C00363;C00705;C00458;C00035;C00206;C00008;C01346;C00454;C00063;C00460,C00015_KI: 0.146697119;C01345_KI: 0.033701587;C00131_KI: 0.032157894;C00458_KI: 0.041482605;C00459_KI: 0.07205452;C11039_KI: 0.053830164181818185;C00361_KI: 0.034039162;C00286_KI: 0.032053493;C01344_KI: 0.037843809;C00063_KI: 0.034876551;C00035_KI: 0.037396517;C00044_KI: 0.03311104;C00081_KI: 0.038287628;C00075_KI: 0.122390293;C01346_KI: 0.094298355;C00454_KI: 0.053830164181818185;C00363_KI: 0.071746349;C00002_KI: 0.044982295;C11038_KI: 0.053830164181818185;C00705_KI: 0.042200845;C00201_KI: 0.053830164181818185;C00008_KI: 0.044687353;C00206_KI: 0.029951658;C00104_KI: 0.048623119;C00112_KI: 0.037695441;C00460_KI: 0.073985979
,2.7.4.6,Escherichia coli,R65,Nucleoside-diphosphate kinase,R00722,MRL,C00002; C00104,C00008; C00081,Km_C00008: 0.044687353; Km_C00081: 0.038287628; Km_C00002: 0.044982295; Km_C00104: 0.048623119,Kcat_F: 1.9875720635; Kcat_R: 1.9491912805,C00361;C01344;C00201;C00286;C01345;C00044;C00081;C11039;C00075;C00131;C00104;C00015;C00459;C00112;C00002;C11038;C00363;C00705;C00458;C00035;C00206;C00008;C01346;C00454;C00063;C00460,C00015_KI: 0.146697119;C01345_KI: 0.033701587;C00131_KI: 0.032157894;C00458_KI: 0.041482605;C00459_KI: 0.07205452;C11039_KI: 0.053830164181818185;C00361_KI: 0.034039162;C00286_KI: 0.032053493;C01344_KI: 0.037843809;C00063_KI: 0.034876551;C00035_KI: 0.037396517;C00044_KI: 0.03311104;C00081_KI: 0.038287628;C00075_KI: 0.122390293;C01346_KI: 0.094298355;C00454_KI: 0.053830164181818185;C00363_KI: 0.071746349;C00002_KI: 0.044982295;C11038_KI: 0.053830164181818185;C00705_KI: 0.042200845;C00201_KI: 0.053830164181818185;C00008_KI: 0.044687353;C00206_KI: 0.029951658;C00104_KI: 0.048623119;C00112_KI: 0.037695441;C00460_KI: 0.073985979
,2.7.4.6,Escherichia coli,R66,Nucleoside-diphosphate kinase,R01137,MRL,C00002; C00206,C00008; C00131,Km_C00008: 0.044687353; Km_C00131: 0.032157894; Km_C00002: 0.044982295; Km_C00206: 0.029951658,Kcat_F: 1.4008205505; Kcat_R: 1.695528037,C00361;C01344;C00201;C00286;C01345;C00044;C00081;C11039;C00075;C00131;C00104;C00015;C00459;C00112;C00002;C11038;C00363;C00705;C00458;C00035;C00206;C00008;C01346;C00454;C00063;C00460,C00015_KI: 0.146697119;C01345_KI: 0.033701587;C00131_KI: 0.032157894;C00458_KI: 0.041482605;C00459_KI: 0.07205452;C11039_KI: 0.053830164181818185;C00361_KI: 0.034039162;C00286_KI: 0.032053493;C01344_KI: 0.037843809;C00063_KI: 0.034876551;C00035_KI: 0.037396517;C00044_KI: 0.03311104;C00081_KI: 0.038287628;C00075_KI: 0.122390293;C01346_KI: 0.094298355;C00454_KI: 0.053830164181818185;C00363_KI: 0.071746349;C00002_KI: 0.044982295;C11038_KI: 0.053830164181818185;C00705_KI: 0.042200845;C00201_KI: 0.053830164181818185;C00008_KI: 0.044687353;C00206_KI: 0.029951658;C00104_KI: 0.048623119;C00112_KI: 0.037695441;C00460_KI: 0.073985979
,2.7.4.6,Escherichia coli,R67,Nucleoside-diphosphate kinase,R01857,MRL,C00002; C00361,C00008; C00286,Km_C00008: 0.044687353; Km_C00286: 0.032053493; Km_C00002: 0.044982295; Km_C00361: 0.034039162,Kcat_F: 1.1887458275; Kcat_R: 1.5659892965000002,C00361;C01344;C00201;C00286;C01345;C00044;C00081;C11039;C00075;C00131;C00104;C00015;C00459;C00112;C00002;C11038;C00363;C00705;C00458;C00035;C00206;C00008;C01346;C00454;C00063;C00460,C00015_KI: 0.146697119;C01345_KI: 0.033701587;C00131_KI: 0.032157894;C00458_KI: 0.041482605;C00459_KI: 0.07205452;C11039_KI: 0.053830164181818185;C00361_KI: 0.034039162;C00286_KI: 0.032053493;C01344_KI: 0.037843809;C00063_KI: 0.034876551;C00035_KI: 0.037396517;C00044_KI: 0.03311104;C00081_KI: 0.038287628;C00075_KI: 0.122390293;C01346_KI: 0.094298355;C00454_KI: 0.053830164181818185;C00363_KI: 0.071746349;C00002_KI: 0.044982295;C11038_KI: 0.053830164181818185;C00705_KI: 0.042200845;C00201_KI: 0.053830164181818185;C00008_KI: 0.044687353;C00206_KI: 0.029951658;C00104_KI: 0.048623119;C00112_KI: 0.037695441;C00460_KI: 0.073985979
,2.7.4.6,Escherichia coli,R68,Nucleoside-diphosphate kinase,R02093,MRL,C00002; C00363,C00008; C00459,Km_C00008: 0.044687353; Km_C00459: 0.07205452; Km_C00002: 0.044982295; Km_C00363: 0.071746349,Kcat_F: 1.4377047875; Kcat_R: 1.7087142575,C00361;C01344;C00201;C00286;C01345;C00044;C00081;C11039;C00075;C00131;C00104;C00015;C00459;C00112;C00002;C11038;C00363;C00705;C00458;C00035;C00206;C00008;C01346;C00454;C00063;C00460,C00015_KI: 0.146697119;C01345_KI: 0.033701587;C00131_KI: 0.032157894;C00458_KI: 0.041482605;C00459_KI: 0.07205452;C11039_KI: 0.053830164181818185;C00361_KI: 0.034039162;C00286_KI: 0.032053493;C01344_KI: 0.037843809;C00063_KI: 0.034876551;C00035_KI: 0.037396517;C00044_KI: 0.03311104;C00081_KI: 0.038287628;C00075_KI: 0.122390293;C01346_KI: 0.094298355;C00454_KI: 0.053830164181818185;C00363_KI: 0.071746349;C00002_KI: 0.044982295;C11038_KI: 0.053830164181818185;C00705_KI: 0.042200845;C00201_KI: 0.053830164181818185;C00008_KI: 0.044687353;C00206_KI: 0.029951658;C00104_KI: 0.048623119;C00112_KI: 0.037695441;C00460_KI: 0.073985979
,2.7.4.6,Escherichia coli,R69,Nucleoside-diphosphate kinase,R02326,MRL,C00002; C00705,C00008; C00458,Km_C00008: 0.044687353; Km_C00458: 0.041482605; Km_C00002: 0.044982295; Km_C00705: 0.042200845,Kcat_F: 1.5058262555; Kcat_R: 1.7095006375000001,C00361;C01344;C00201;C00286;C01345;C00044;C00081;C11039;C00075;C00131;C00104;C00015;C00459;C00112;C00002;C11038;C00363;C00705;C00458;C00035;C00206;C00008;C01346;C00454;C00063;C00460,C00015_KI: 0.146697119;C01345_KI: 0.033701587;C00131_KI: 0.032157894;C00458_KI: 0.041482605;C00459_KI: 0.07205452;C11039_KI: 0.053830164181818185;C00361_KI: 0.034039162;C00286_KI: 0.032053493;C01344_KI: 0.037843809;C00063_KI: 0.034876551;C00035_KI: 0.037396517;C00044_KI: 0.03311104;C00081_KI: 0.038287628;C00075_KI: 0.122390293;C01346_KI: 0.094298355;C00454_KI: 0.053830164181818185;C00363_KI: 0.071746349;C00002_KI: 0.044982295;C11038_KI: 0.053830164181818185;C00705_KI: 0.042200845;C00201_KI: 0.053830164181818185;C00008_KI: 0.044687353;C00206_KI: 0.029951658;C00104_KI: 0.048623119;C00112_KI: 0.037695441;C00460_KI: 0.073985979
,2.7.4.6,Escherichia coli,R70,Nucleoside-diphosphate kinase,R02331,MRL,C00002; C01346,C00008; C00460,Km_C00008: 0.044687353; Km_C00460: 0.073985979; Km_C00002: 0.044982295; Km_C01346: 0.094298355,Kcat_F: 1.3655817510000001; Kcat_R: 1.6535409790000002,C00361;C01344;C00201;C00286;C01345;C00044;C00081;C11039;C00075;C00131;C00104;C00015;C00459;C00112;C00002;C11038;C00363;C00705;C00458;C00035;C00206;C00008;C01346;C00454;C00063;C00460,C00015_KI: 0.146697119;C01345_KI: 0.033701587;C00131_KI: 0.032157894;C00458_KI: 0.041482605;C00459_KI: 0.07205452;C11039_KI: 0.053830164181818185;C00361_KI: 0.034039162;C00286_KI: 0.032053493;C01344_KI: 0.037843809;C00063_KI: 0.034876551;C00035_KI: 0.037396517;C00044_KI: 0.03311104;C00081_KI: 0.038287628;C00075_KI: 0.122390293;C01346_KI: 0.094298355;C00454_KI: 0.053830164181818185;C00363_KI: 0.071746349;C00002_KI: 0.044982295;C11038_KI: 0.053830164181818185;C00705_KI: 0.042200845;C00201_KI: 0.053830164181818185;C00008_KI: 0.044687353;C00206_KI: 0.029951658;C00104_KI: 0.048623119;C00112_KI: 0.037695441;C00460_KI: 0.073985979
